season,date,home_team,away_team,home_score,away_score,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards
1819,2018-09-16,Udinese,Torino,1,1,2,2,0,0
1819,2018-09-17,SPAL,Atalanta,2,0,3,5,0,0
1819,2018-09-19,Sampdoria,Fiorentina,1,1,3,2,0,0
1819,2018-09-21,Sassuolo,Empoli,3,1,1,3,0,1
1819,2018-09-22,Fiorentina,SPAL,3,0,1,2,0,0
1819,2018-09-22,Parma Calcio 1913,Cagliari,2,0,2,1,0,0
1819,2018-09-22,Sampdoria,Inter,0,1,3,2,0,0
1819,2018-09-23,AC Milan,Atalanta,2,2,2,1,0,0
1819,2018-09-23,Bologna,Roma,2,0,2,4,0,0
1819,2018-09-23,Chievo,Udinese,0,2,1,1,0,0
1819,2018-09-23,Frosinone,Juventus,0,2,3,1,0,0
1819,2018-09-23,Lazio,Genoa,4,1,1,2,0,0
1819,2018-09-23,Torino,Napoli,1,3,2,3,0,0
1819,2018-09-25,Inter,Fiorentina,2,1,1,3,0,0
1819,2018-09-26,Atalanta,Torino,0,0,2,1,0,0
1819,2018-09-26,Cagliari,Sampdoria,0,0,1,3,0,0
1819,2018-09-26,Genoa,Chievo,2,0,4,4,0,0
1819,2018-09-26,Juventus,Bologna,2,0,2,3,0,0
1819,2018-09-26,Napoli,Parma Calcio 1913,3,0,0,3,0,0
1819,2018-09-26,Roma,Frosinone,4,0,0,1,0,0
1819,2018-09-26,Udinese,Lazio,1,2,2,6,0,0
1819,2018-09-27,Empoli,AC Milan,1,1,2,2,0,0
1819,2018-09-27,SPAL,Sassuolo,0,2,1,0,0,0
1819,2018-09-29,Inter,Cagliari,2,0,1,4,0,0
1819,2018-09-29,Juventus,Napoli,3,1,3,4,0,1
1819,2018-09-29,Roma,Lazio,3,1,3,1,0,0
1819,2018-09-30,Bologna,Udinese,2,1,2,4,0,0
1819,2018-09-30,Chievo,Torino,0,1,3,3,0,0
1819,2018-09-30,Fiorentina,Atalanta,2,0,3,3,0,0
1819,2018-09-30,Frosinone,Genoa,1,2,3,2,0,0
1819,2018-09-30,Parma Calcio 1913,Empoli,1,0,2,3,0,0
1819,2018-09-30,Sassuolo,AC Milan,1,4,1,1,0,0
1819,2018-10-01,Sampdoria,SPAL,2,1,3,3,0,0
1819,2018-10-05,Torino,Frosinone,3,2,3,3,0,0
1819,2018-10-06,Cagliari,Bologna,2,0,2,4,0,0
1819,2018-10-06,Empoli,Roma,0,2,2,1,0,0
1819,2018-10-06,Udinese,Juventus,0,2,3,1,0,0
1819,2018-10-07,AC Milan,Chievo,3,1,1,1,0,0
1819,2018-10-07,Atalanta,Sampdoria,0,1,2,4,0,0
1819,2018-10-07,Genoa,Parma Calcio 1913,1,3,1,1,0,0
1819,2018-10-07,Lazio,Fiorentina,1,0,5,3,0,0
1819,2018-10-07,Napoli,Sassuolo,2,0,2,2,0,1
1819,2018-10-07,SPAL,Inter,1,2,6,2,0,0
1819,2018-10-20,Juventus,Genoa,1,1,1,3,0,0
1819,2018-10-20,Roma,SPAL,0,2,3,4,0,1
1819,2018-10-20,Udinese,Napoli,0,3,3,4,0,0
1819,2018-10-21,Bologna,Torino,2,2,2,2,0,0
1819,2018-10-21,Chievo,Atalanta,1,5,2,1,1,0
1819,2018-10-21,Fiorentina,Cagliari,1,1,0,2,0,0
1819,2018-10-21,Frosinone,Empoli,3,3,2,3,0,0
1819,2018-10-21,Inter,AC Milan,1,0,2,5,0,0
1819,2018-10-21,Parma Calcio 1913,Lazio,0,2,2,3,0,0
1819,2018-10-22,Sampdoria,Sassuolo,0,0,2,3,0,0
1819,2018-10-27,Atalanta,Parma Calcio 1913,3,0,0,2,0,0
1819,2018-10-27,Empoli,Juventus,1,2,2,3,0,0
1819,2018-10-27,Torino,Fiorentina,1,1,2,4,0,0
1819,2018-10-28,AC Milan,Sampdoria,3,2,3,2,0,0
1819,2018-10-28,Cagliari,Chievo,2,1,1,6,0,0
1819,2018-10-28,Genoa,Udinese,2,2,4,4,1,0
1819,2018-10-28,Napoli,Roma,1,1,0,5,0,0
1819,2018-10-28,SPAL,Frosinone,0,3,3,6,0,0
1819,2018-10-28,Sassuolo,Bologna,2,2,2,3,0,0
1819,2018-10-29,Lazio,Inter,0,3,3,3,0,0
1819,2018-10-31,AC Milan,Genoa,2,1,2,2,0,0
1819,2018-11-02,Napoli,Empoli,5,1,0,2,0,0
1819,2018-11-03,Fiorentina,Roma,1,1,3,3,0,0
1819,2018-11-03,Inter,Genoa,5,0,2,3,0,0
1819,2018-11-03,Juventus,Cagliari,3,1,1,3,0,0
1819,2018-11-04,Bologna,Atalanta,1,2,1,2,0,0
1819,2018-11-04,Chievo,Sassuolo,0,2,4,2,1,0
1819,2018-11-04,Lazio,SPAL,4,1,1,3,0,0
1819,2018-11-04,Parma Calcio 1913,Frosinone,0,0,1,4,1,0
1819,2018-11-04,Sampdoria,Torino,1,4,2,2,0,0
1819,2018-11-04,Udinese,AC Milan,0,1,3,3,1,0
1819,2018-11-09,Frosinone,Fiorentina,1,1,3,0,0,0
1819,2018-11-10,Genoa,Napoli,1,2,4,2,0,0
1819,2018-11-10,SPAL,Cagliari,2,2,2,4,0,0
1819,2018-11-10,Torino,Parma Calcio 1913,1,2,2,4,0,0
1819,2018-11-11,AC Milan,Juventus,0,2,3,1,1,0
1819,2018-11-11,Atalanta,Inter,4,1,3,4,0,1
1819,2018-11-11,Chievo,Bologna,2,2,3,3,0,0
1819,2018-11-11,Empoli,Udinese,2,1,2,2,0,0
1819,2018-11-11,Roma,Sampdoria,4,1,1,1,0,0
1819,2018-11-11,Sassuolo,Lazio,1,1,4,3,0,0
1819,2018-11-24,Inter,Frosinone,3,0,1,3,0,0
1819,2018-11-24,Juventus,SPAL,2,0,1,3,0,0
1819,2018-11-24,Udinese,Roma,1,0,2,0,0,0
1819,2018-11-25,Bologna,Fiorentina,0,0,3,1,0,0
1819,2018-11-25,Empoli,Atalanta,3,2,2,3,0,1
1819,2018-11-25,Genoa,Sampdoria,1,1,2,1,0,0
1819,2018-11-25,Lazio,AC Milan,1,1,1,1,0,0
1819,2018-11-25,Napoli,Chievo,0,0,2,2,0,0
1819,2018-11-25,Parma Calcio 1913,Sassuolo,2,1,3,4,0,0
1819,2018-11-26,Cagliari,Torino,0,0,2,0,0,0
1819,2018-12-01,Fiorentina,Juventus,0,3,6,3,0,0
1819,2018-12-01,SPAL,Empoli,2,2,3,3,1,0
1819,2018-12-01,Sampdoria,Bologna,4,1,3,3,0,0
1819,2018-12-02,AC Milan,Parma Calcio 1913,2,1,2,2,0,0
1819,2018-12-02,Chievo,Lazio,1,1,4,2,0,0
1819,2018-12-02,Frosinone,Cagliari,1,1,1,6,0,1
1819,2018-12-02,Roma,Inter,2,2,1,1,0,0
1819,2018-12-02,Sassuolo,Udinese,0,0,3,2,0,0
1819,2018-12-02,Torino,Genoa,2,1,3,3,0,1
1819,2018-12-03,Atalanta,Napoli,1,2,1,2,0,0
1819,2018-12-07,Juventus,Inter,1,0,2,2,0,0
1819,2018-12-08,Cagliari,Roma,2,2,4,1,2,0
1819,2018-12-08,Lazio,Sampdoria,2,2,3,5,0,1
1819,2018-12-08,Napoli,Frosinone,4,0,1,2,0,0
1819,2018-12-09,AC Milan,Torino,0,0,2,3,0,0
1819,2018-12-09,Empoli,Bologna,2,1,2,2,0,0
1819,2018-12-09,Genoa,SPAL,1,1,1,5,1,0
1819,2018-12-09,Parma Calcio 1913,Chievo,1,1,4,3,0,1
1819,2018-12-09,Sassuolo,Fiorentina,3,3,4,4,1,1
1819,2018-12-09,Udinese,Atalanta,1,3,1,1,0,0
1819,2018-12-15,Inter,Udinese,1,0,3,1,0,0
1819,2018-12-15,Torino,Juventus,0,1,2,4,0,0
1819,2018-12-16,Cagliari,Napoli,0,1,2,2,0,0
1819,2018-12-16,Fiorentina,Empoli,3,1,2,1,0,0
1819,2018-12-16,Frosinone,Sassuolo,0,2,3,2,0,0
1819,2018-12-16,Roma,Genoa,3,2,2,2,0,0
1819,2018-12-16,SPAL,Chievo,0,0,2,4,0,0
1819,2018-12-16,Sampdoria,Parma Calcio 1913,2,0,2,1,0,0
1819,2018-12-17,Atalanta,Lazio,1,0,2,4,0,0
1819,2018-12-18,Bologna,AC Milan,0,0,2,4,0,1
1819,2018-12-22,AC Milan,Fiorentina,0,1,3,4,0,0
1819,2018-12-22,Chievo,Inter,1,1,3,2,0,0
1819,2018-12-22,Empoli,Sampdoria,2,4,3,4,0,0
1819,2018-12-22,Genoa,Atalanta,3,1,3,1,0,2
1819,2018-12-22,Juventus,Roma,1,0,0,3,0,0
1819,2018-12-22,Lazio,Cagliari,3,1,2,1,0,0
1819,2018-12-22,Napoli,SPAL,1,0,2,2,0,0
1819,2018-12-22,Parma Calcio 1913,Bologna,0,0,3,3,0,0
1819,2018-12-22,Sassuolo,Torino,1,1,2,3,0,0
1819,2018-12-22,Udinese,Frosinone,1,1,2,4,0,0
1819,2018-12-26,Atalanta,Juventus,2,2,4,3,0,1
1819,2018-12-26,Bologna,Lazio,0,2,2,0,0,0
1819,2018-12-26,Cagliari,Genoa,1,0,3,3,0,0
1819,2018-12-26,Fiorentina,Parma Calcio 1913,0,1,4,4,1,0
1819,2018-12-26,Frosinone,AC Milan,0,0,2,1,0,0
1819,2018-12-26,Inter,Napoli,1,0,3,3,0,2
1819,2018-12-26,Roma,Sassuolo,3,1,1,1,0,0
1819,2018-12-26,SPAL,Udinese,0,0,1,2,0,0
1819,2018-12-26,Sampdoria,Chievo,2,0,2,1,0,0
1819,2018-12-26,Torino,Empoli,3,0,1,3,0,1
1819,2018-12-29,AC Milan,SPAL,2,1,3,2,1,0
1819,2018-12-29,Chievo,Frosinone,1,0,4,5,0,1
1819,2018-12-29,Empoli,Inter,0,1,1,1,0,0
1819,2018-12-29,Genoa,Fiorentina,0,0,2,1,0,0
1819,2018-12-29,Juventus,Sampdoria,2,1,2,2,0,0
1819,2018-12-29,Lazio,Torino,1,1,4,4,1,1
1819,2018-12-29,Napoli,Bologna,3,2,2,2,0,0
1819,2018-12-29,Parma Calcio 1913,Roma,0,2,1,1,0,0
1819,2018-12-29,Sassuolo,Atalanta,2,6,1,2,0,0
1819,2018-12-29,Udinese,Cagliari,2,0,3,2,1,1
1819,2019-01-19,Inter,Sassuolo,0,0,1,3,0,0
1819,2019-01-19,Roma,Torino,3,2,2,3,0,0
1819,2019-01-19,Udinese,Parma Calcio 1913,1,2,3,1,0,0
1819,2019-01-20,Cagliari,Empoli,2,2,0,0,0,0
1819,2019-01-20,Fiorentina,Sampdoria,3,3,5,4,1,0
1819,2019-01-20,Frosinone,Atalanta,0,5,2,0,0,0
1819,2019-01-20,Napoli,Lazio,2,1,1,4,0,1
1819,2019-01-20,SPAL,Bologna,1,1,2,3,0,0
1819,2019-01-21,Genoa,AC Milan,0,2,3,3,0,0
1819,2019-01-21,Juventus,Chievo,3,0,1,2,0,0
1819,2019-01-26,AC Milan,Napoli,0,0,1,2,0,1
1819,2019-01-26,Sampdoria,Udinese,4,0,2,4,0,0
1819,2019-01-26,Sassuolo,Cagliari,3,0,1,1,0,0
1819,2019-01-27,Atalanta,Roma,3,3,0,3,0,0
1819,2019-01-27,Bologna,Frosinone,0,4,3,4,1,0
1819,2019-01-27,Chievo,Fiorentina,3,4,3,1,0,1
1819,2019-01-27,Lazio,Juventus,1,2,2,5,0,0
1819,2019-01-27,Parma Calcio 1913,SPAL,2,3,2,4,0,0
1819,2019-01-27,Torino,Inter,1,0,3,3,0,1
1819,2019-01-28,Empoli,Genoa,1,3,1,2,0,0
1819,2019-02-02,Empoli,Chievo,2,2,0,2,0,0
1819,2019-02-02,Juventus,Parma Calcio 1913,3,3,1,2,0,0
1819,2019-02-02,Napoli,Sampdoria,3,0,0,3,0,0
1819,2019-02-03,Genoa,Sassuolo,1,1,1,3,0,0
1819,2019-02-03,Inter,Bologna,0,1,1,2,0,0
1819,2019-02-03,Roma,AC Milan,1,1,3,4,0,0
1819,2019-02-03,SPAL,Torino,0,0,5,4,0,1
1819,2019-02-03,Udinese,Fiorentina,1,1,3,3,0,0
1819,2019-02-04,Cagliari,Atalanta,0,1,0,2,0,0
1819,2019-02-04,Frosinone,Lazio,0,1,1,5,0,0
1819,2019-02-07,Lazio,Empoli,1,0,1,1,0,0
1819,2019-02-08,Chievo,Roma,0,3,1,2,0,0
1819,2019-02-09,Fiorentina,Napoli,0,0,2,4,0,0
1819,2019-02-09,Parma Calcio 1913,Inter,0,1,2,2,0,0
1819,2019-02-10,AC Milan,Cagliari,3,0,0,1,0,0
1819,2019-02-10,Atalanta,SPAL,2,1,1,3,0,0
1819,2019-02-10,Bologna,Genoa,1,1,2,2,0,0
1819,2019-02-10,Sampdoria,Frosinone,0,1,3,3,0,0
1819,2019-02-10,Sassuolo,Juventus,0,3,3,2,0,0
1819,2019-02-10,Torino,Udinese,1,0,2,3,0,1
1819,2019-02-15,Juventus,Frosinone,3,0,2,3,0,0
1819,2019-02-16,Atalanta,AC Milan,1,3,1,2,0,0
1819,2019-02-16,Cagliari,Parma Calcio 1913,2,1,4,1,1,0
1819,2019-02-17,Empoli,Sassuolo,3,0,1,3,0,0
1819,2019-02-17,Genoa,Lazio,2,1,3,2,0,0
1819,2019-02-17,Inter,Sampdoria,2,1,3,1,0,0
1819,2019-02-17,Napoli,Torino,0,0,5,3,0,0
1819,2019-02-17,SPAL,Fiorentina,1,4,3,4,0,0
1819,2019-02-17,Udinese,Chievo,1,0,5,4,0,0
1819,2019-02-18,Roma,Bologna,2,1,3,4,0,0
1819,2019-02-22,AC Milan,Empoli,3,0,1,1,0,0
1819,2019-02-23,Frosinone,Roma,2,3,2,2,0,0
1819,2019-02-23,Torino,Atalanta,2,0,2,1,0,0
1819,2019-02-24,Bologna,Juventus,0,1,2,2,0,0
1819,2019-02-24,Chievo,Genoa,0,0,2,3,0,0
1819,2019-02-24,Fiorentina,Inter,3,3,2,4,0,0
1819,2019-02-24,Parma Calcio 1913,Napoli,0,4,2,1,0,0
1819,2019-02-24,Sampdoria,Cagliari,1,0,1,2,0,0
1819,2019-02-24,Sassuolo,SPAL,1,1,4,1,1,0
1819,2019-03-01,Cagliari,Inter,2,1,5,3,0,0
1819,2019-03-02,AC Milan,Sassuolo,1,0,3,0,0,1
1819,2019-03-02,Empoli,Parma Calcio 1913,3,3,1,3,0,0
1819,2019-03-02,Lazio,Roma,3,0,4,4,0,1
1819,2019-03-03,Atalanta,Fiorentina,3,1,4,2,0,0
1819,2019-03-03,Genoa,Frosinone,0,0,2,3,0,1
1819,2019-03-03,Napoli,Juventus,1,2,3,5,1,1
1819,2019-03-03,SPAL,Sampdoria,1,2,2,3,1,0
1819,2019-03-03,Torino,Chievo,3,0,1,4,0,0
1819,2019-03-03,Udinese,Bologna,2,1,3,3,0,0
1819,2019-03-08,Juventus,Udinese,4,1,0,3,0,0
1819,2019-03-09,Chievo,AC Milan,1,2,3,1,0,0
1819,2019-03-09,Parma Calcio 1913,Genoa,1,0,2,1,0,0
1819,2019-03-10,Bologna,Cagliari,2,0,1,4,0,0
1819,2019-03-10,Fiorentina,Lazio,1,1,3,1,0,0
1819,2019-03-10,Frosinone,Torino,1,2,2,4,0,0
1819,2019-03-10,Inter,SPAL,2,0,3,5,0,0
1819,2019-03-10,Sampdoria,Atalanta,1,2,2,2,0,0
1819,2019-03-10,Sassuolo,Napoli,1,1,3,2,0,0
1819,2019-03-11,Roma,Empoli,2,1,3,1,1,0
1819,2019-03-15,Cagliari,Fiorentina,2,1,3,3,0,0
1819,2019-03-16,SPAL,Roma,2,1,4,5,0,0
1819,2019-03-16,Sassuolo,Sampdoria,3,5,1,1,0,0
1819,2019-03-16,Torino,Bologna,2,3,4,3,1,1
1819,2019-03-17,AC Milan,Inter,2,3,4,3,0,0
1819,2019-03-17,Atalanta,Chievo,1,1,1,7,0,0
1819,2019-03-17,Empoli,Frosinone,2,1,4,2,0,0
1819,2019-03-17,Genoa,Juventus,2,0,2,3,0,0
1819,2019-03-17,Lazio,Parma Calcio 1913,4,1,0,2,0,0
1819,2019-03-17,Napoli,Udinese,4,2,1,1,0,0
1819,2019-03-29,Chievo,Cagliari,0,3,5,3,1,0
1819,2019-03-30,Juventus,Empoli,1,0,0,0,0,0
1819,2019-03-30,Sampdoria,AC Milan,1,0,2,4,0,0
1819,2019-03-30,Udinese,Genoa,2,0,3,4,0,0
1819,2019-03-31,Bologna,Sassuolo,2,1,2,3,0,0
1819,2019-03-31,Fiorentina,Torino,1,1,0,2,0,0
1819,2019-03-31,Frosinone,SPAL,0,1,3,3,0,0
1819,2019-03-31,Inter,Lazio,0,1,0,0,0,0
1819,2019-03-31,Parma Calcio 1913,Atalanta,1,3,1,1,0,0
1819,2019-03-31,Roma,Napoli,1,4,4,2,0,0
1819,2019-04-02,AC Milan,Udinese,1,1,0,0,0,0
1819,2019-04-02,Cagliari,Juventus,0,2,3,2,0,0
1819,2019-04-03,Empoli,Napoli,2,1,2,2,0,0
1819,2019-04-03,Frosinone,Parma Calcio 1913,3,2,3,4,0,0
1819,2019-04-03,Genoa,Inter,0,4,2,1,1,0
1819,2019-04-03,Roma,Fiorentina,2,2,3,4,0,0
1819,2019-04-03,SPAL,Lazio,1,0,2,5,0,0
1819,2019-04-03,Torino,Sampdoria,2,1,3,3,0,0
1819,2019-04-04,Atalanta,Bologna,4,1,2,3,0,0
1819,2019-04-04,Sassuolo,Chievo,4,0,1,1,0,0
1819,2019-04-06,Juventus,AC Milan,2,1,2,2,0,0
1819,2019-04-06,Parma Calcio 1913,Torino,0,0,4,5,0,0
1819,2019-04-06,Sampdoria,Roma,0,1,2,2,0,0
1819,2019-04-07,Cagliari,SPAL,2,1,4,3,0,0
1819,2019-04-07,Fiorentina,Frosinone,0,1,1,4,0,0
1819,2019-04-07,Inter,Atalanta,0,0,1,2,0,0
1819,2019-04-07,Lazio,Sassuolo,2,2,2,1,0,0
1819,2019-04-07,Napoli,Genoa,1,1,2,0,0,1
1819,2019-04-07,Udinese,Empoli,3,2,3,4,1,0
1819,2019-04-08,Bologna,Chievo,3,0,1,7,0,1
1819,2019-04-13,AC Milan,Lazio,1,0,1,2,0,0
1819,2019-04-13,Roma,Udinese,1,0,2,3,0,0
1819,2019-04-13,SPAL,Juventus,2,1,5,2,0,0
1819,2019-04-14,Chievo,Napoli,1,3,0,0,0,0
1819,2019-04-14,Fiorentina,Bologna,0,0,2,3,0,0
1819,2019-04-14,Frosinone,Inter,1,3,3,1,0,0
1819,2019-04-14,Sampdoria,Genoa,2,0,2,5,0,1
1819,2019-04-14,Sassuolo,Parma Calcio 1913,0,0,3,2,0,0
1819,2019-04-14,Torino,Cagliari,1,1,2,5,1,2
1819,2019-04-15,Atalanta,Empoli,0,0,1,3,0,0
1819,2019-04-17,Lazio,Udinese,2,0,2,0,0,0
1819,2019-04-20,Bologna,Sampdoria,3,0,2,4,0,0
1819,2019-04-20,Cagliari,Frosinone,1,0,2,1,1,0
1819,2019-04-20,Empoli,SPAL,2,4,3,5,0,0
1819,2019-04-20,Genoa,Torino,0,1,4,4,0,0
1819,2019-04-20,Inter,Roma,1,1,1,2,0,0
1819,2019-04-20,Juventus,Fiorentina,2,1,0,1,0,0
1819,2019-04-20,Lazio,Chievo,1,2,0,4,2,0
1819,2019-04-20,Parma Calcio 1913,AC Milan,1,1,0,1,0,0
1819,2019-04-20,Udinese,Sassuolo,1,1,3,2,0,0
1819,2019-04-22,Napoli,Atalanta,1,2,3,1,0,0
1819,2019-04-27,Bologna,Empoli,3,1,3,2,0,0
1819,2019-04-27,Inter,Juventus,1,1,1,3,0,0
1819,2019-04-27,Roma,Cagliari,3,0,1,2,0,0
1819,2019-04-28,Chievo,Parma Calcio 1913,1,1,3,3,0,0
1819,2019-04-28,Frosinone,Napoli,0,2,3,1,0,0
1819,2019-04-28,SPAL,Genoa,1,1,3,3,0,0
1819,2019-04-28,Sampdoria,Lazio,1,2,5,3,1,0
1819,2019-04-28,Torino,AC Milan,2,0,2,6,0,1
1819,2019-04-29,Atalanta,Udinese,2,0,0,2,0,0
1819,2019-04-29,Fiorentina,Sassuolo,0,1,3,1,0,0
1819,2019-05-03,Juventus,Torino,1,1,3,3,0,0
1819,2019-05-04,Chievo,SPAL,0,4,3,0,0,0
1819,2019-05-04,Udinese,Inter,0,0,1,3,0,0
1819,2019-05-05,Empoli,Fiorentina,1,0,3,1,0,1
1819,2019-05-05,Genoa,Roma,1,1,1,2,0,0
1819,2019-05-05,Lazio,Atalanta,1,3,4,3,0,0
1819,2019-05-05,Napoli,Cagliari,2,1,2,3,0,1
1819,2019-05-05,Parma Calcio 1913,Sampdoria,3,3,3,2,1,1
1819,2019-05-05,Sassuolo,Frosinone,2,2,2,3,0,0
1819,2019-05-06,AC Milan,Bologna,2,1,2,4,1,2
1819,2019-05-11,Atalanta,Genoa,2,1,1,3,0,0
1819,2019-05-11,Cagliari,Lazio,1,2,2,4,0,0
1819,2019-05-11,Fiorentina,AC Milan,0,1,2,1,0,0
1819,2019-05-12,Frosinone,Udinese,1,3,2,3,0,0
1819,2019-05-12,Roma,Juventus,2,0,3,1,0,0
1819,2019-05-12,SPAL,Napoli,1,2,2,1,0,0
1819,2019-05-12,Sampdoria,Empoli,1,2,2,1,0,0
1819,2019-05-12,Torino,Sassuolo,3,2,1,4,0,1
1819,2019-05-13,Bologna,Parma Calcio 1913,4,1,1,5,0,1
1819,2019-05-13,Inter,Chievo,2,0,2,2,0,1
1819,2019-05-18,Genoa,Cagliari,1,1,2,1,1,0
1819,2019-05-18,Sassuolo,Roma,0,0,2,4,0,0
1819,2019-05-18,Udinese,SPAL,3,2,4,4,0,0
1819,2019-05-19,AC Milan,Frosinone,2,0,1,0,0,0
1819,2019-05-19,Chievo,Sampdoria,0,0,3,0,1,0
1819,2019-05-19,Empoli,Torino,4,1,1,1,0,0
1819,2019-05-19,Juventus,Atalanta,1,1,3,1,1,0
1819,2019-05-19,Napoli,Inter,4,1,3,1,0,0
1819,2019-05-19,Parma Calcio 1913,Fiorentina,1,0,0,1,0,0
1819,2019-05-20,Lazio,Bologna,3,3,2,1,0,0
1819,2019-05-25,Bologna,Napoli,3,2,0,1,0,0
1819,2019-05-25,Frosinone,Chievo,0,0,2,2,0,0
1819,2019-05-26,Atalanta,Sassuolo,3,1,2,3,0,2
1819,2019-05-26,Cagliari,Udinese,1,2,2,2,0,0
1819,2019-05-26,Fiorentina,Genoa,0,0,1,2,0,0
1819,2019-05-26,Inter,Empoli,2,1,3,2,1,1
1819,2019-05-26,Roma,Parma Calcio 1913,2,1,2,1,0,0
1819,2019-05-26,SPAL,AC Milan,2,3,2,2,0,0
1819,2019-05-26,Sampdoria,Juventus,2,0,0,2,0,0
1819,2019-05-26,Torino,Lazio,3,1,0,1,0,0
