from,rank,team,country,level,elo,to
1965-10-18,,Reggiana,ITA,2,1475.28649902,1965-10-24
1965-10-25,,Reggiana,ITA,2,1470.13928223,1965-10-31
1965-11-01,,Reggiana,ITA,2,1482.77539062,1965-11-07
1965-11-08,,Reggiana,ITA,2,1476.70861816,1965-11-14
1965-11-15,,Reggiana,ITA,2,1477.14746094,1965-11-21
1965-11-22,,Reggiana,ITA,2,1483.01318359,1965-11-28
1965-11-29,,Reggiana,ITA,2,1487.00195312,1965-12-01
1965-12-02,,Reggiana,ITA,2,1486.29431152,1965-12-05
1965-12-06,,Reggiana,ITA,2,1491.98083496,1965-12-15
1965-12-16,,Reggiana,ITA,2,1492.88830566,1965-12-19
1965-12-20,,Reggiana,ITA,2,1498.95495605,1965-12-26
1965-12-27,,Reggiana,ITA,2,1487.25891113,1966-01-02
1966-01-03,,Reggiana,ITA,2,1493.96032715,1966-01-09
1966-01-10,,Reggiana,ITA,2,1498.58337402,1966-01-16
1966-01-17,,Reggiana,ITA,2,1512.18273926,1966-02-06
1966-02-07,,Reggiana,ITA,2,1517.01867676,1966-02-13
1966-02-14,,Reggiana,ITA,2,1512.55700684,1966-02-20
1966-02-21,,Reggiana,ITA,2,1496.47460938,1966-02-23
1966-02-24,,Reggiana,ITA,2,1499.98083496,1966-02-27
1966-02-28,,Reggiana,ITA,2,1498.34631348,1966-03-02
1966-03-03,,Reggiana,ITA,2,1499.71508789,1966-03-06
1966-03-07,,Reggiana,ITA,2,1493.77490234,1966-03-20
1966-03-21,,Reggiana,ITA,2,1497.4230957,1966-03-27
1966-03-28,,Reggiana,ITA,2,1494.9387207,1966-04-03
1966-04-04,,Reggiana,ITA,2,1492.05908203,1966-04-10
1966-04-11,,Reggiana,ITA,2,1488.09802246,1966-04-13
1966-04-14,,Reggiana,ITA,2,1487.58557129,1966-04-17
1966-04-18,,Reggiana,ITA,2,1492.96887207,1966-04-20
1966-04-21,,Reggiana,ITA,2,1485.09716797,1966-04-24
1966-04-25,,Reggiana,ITA,2,1480.86950684,1966-05-01
1966-05-02,,Reggiana,ITA,2,1485.51269531,1966-05-08
1966-05-09,,Reggiana,ITA,2,1482.53881836,1966-05-15
1966-05-16,,Reggiana,ITA,2,1484.98413086,1966-05-22
1966-05-23,,Reggiana,ITA,2,1485.08215332,1966-05-29
1966-05-30,,Reggiana,ITA,2,1479.66210938,1966-06-05
1966-06-06,,Reggiana,ITA,2,1482.09423828,1966-06-12
1966-06-13,,Reggiana,ITA,2,1487.50695801,1966-06-19
1966-06-20,,Reggiana,ITA,2,1467.55053711,1966-09-11
1966-09-12,,Reggiana,ITA,2,1463.89428711,1966-09-18
1966-09-19,,Reggiana,ITA,2,1458.6619873,1966-09-25
1966-09-26,,Reggiana,ITA,2,1460.0904541,1966-09-28
1966-09-29,,Reggiana,ITA,2,1458.86071777,1966-10-02
1966-10-03,,Reggiana,ITA,2,1455.10583496,1966-10-05
1966-10-06,,Reggiana,ITA,2,1441.50073242,1966-10-09
1966-10-10,,Reggiana,ITA,2,1437.9140625,1966-10-12
1966-10-13,,Reggiana,ITA,2,1441.13635254,1966-10-16
1966-10-17,,Reggiana,ITA,2,1437.92407227,1966-10-23
1966-10-24,,Reggiana,ITA,2,1441.79675293,1966-10-30
1966-10-31,,Reggiana,ITA,2,1439.52490234,1966-11-06
1966-11-07,,Reggiana,ITA,2,1433.90991211,1966-11-13
1966-11-14,,Reggiana,ITA,2,1433.83862305,1966-11-16
1966-11-17,,Reggiana,ITA,2,1433.2565918,1966-11-20
1966-11-21,,Reggiana,ITA,2,1445.54296875,1966-12-04
1966-12-05,,Reggiana,ITA,2,1458.1048584,1966-12-08
1966-12-09,,Reggiana,ITA,2,1467.43408203,1966-12-11
1966-12-12,,Reggiana,ITA,2,1481.72460938,1966-12-18
1966-12-19,,Reggiana,ITA,2,1488.93786621,1966-12-24
1966-12-25,,Reggiana,ITA,2,1480.9375,1966-12-31
1967-01-01,,Reggiana,ITA,2,1486.50463867,1967-01-08
1967-01-09,,Reggiana,ITA,2,1485.22692871,1967-01-15
1967-01-16,,Reggiana,ITA,2,1481.67724609,1967-01-22
1967-01-23,,Reggiana,ITA,2,1486.17102051,1967-02-05
1967-02-06,,Reggiana,ITA,2,1477.29919434,1967-02-12
1967-02-13,,Reggiana,ITA,2,1484.23510742,1967-02-15
1967-02-16,,Reggiana,ITA,2,1484.68884277,1967-02-19
1967-02-20,,Reggiana,ITA,2,1499.18212891,1967-02-26
1967-02-27,,Reggiana,ITA,2,1488.7635498,1967-03-01
1967-03-02,,Reggiana,ITA,2,1501.50598145,1967-03-05
1967-03-06,,Reggiana,ITA,2,1508.52453613,1967-03-12
1967-03-13,,Reggiana,ITA,2,1499.21728516,1967-03-19
1967-03-20,,Reggiana,ITA,2,1503.43432617,1967-03-26
1967-03-27,,Reggiana,ITA,2,1514.82202148,1967-04-09
1967-04-10,,Reggiana,ITA,2,1512.18200684,1967-04-16
1967-04-17,,Reggiana,ITA,2,1516.15808105,1967-04-19
1967-04-20,,Reggiana,ITA,2,1513.11328125,1967-04-23
1967-04-24,,Reggiana,ITA,2,1508.88391113,1967-04-26
1967-04-27,,Reggiana,ITA,2,1511.89453125,1967-04-30
1967-05-01,,Reggiana,ITA,2,1519.17822266,1967-05-03
1967-05-04,,Reggiana,ITA,2,1520.65026855,1967-05-07
1967-05-08,,Reggiana,ITA,2,1523.94970703,1967-05-14
1967-05-15,,Reggiana,ITA,2,1533.09729004,1967-05-21
1967-05-22,,Reggiana,ITA,2,1537.72363281,1967-05-25
1967-05-26,,Reggiana,ITA,2,1530.63269043,1967-05-28
1967-05-29,,Reggiana,ITA,2,1525.3704834,1967-06-04
1967-06-05,,Reggiana,ITA,2,1513.11218262,1967-06-11
1967-06-12,,Reggiana,ITA,2,1520.53259277,1967-06-18
1967-06-19,,Reggiana,ITA,2,1522.85229492,1967-09-17
1967-09-18,,Reggiana,ITA,2,1539.1496582,1967-09-20
1967-09-21,,Reggiana,ITA,2,1545.49255371,1967-09-24
1967-09-25,,Reggiana,ITA,2,1539.2376709,1967-10-01
1967-10-02,,Reggiana,ITA,2,1535.32019043,1967-10-08
1967-10-09,,Reggiana,ITA,2,1530.21203613,1967-10-11
1967-10-12,,Reggiana,ITA,2,1531.9954834,1967-10-15
1967-10-16,,Reggiana,ITA,2,1530.95373535,1967-10-22
1967-10-23,,Reggiana,ITA,2,1535.23364258,1967-10-29
1967-10-30,,Reggiana,ITA,2,1538.47839355,1967-11-05
1967-11-06,,Reggiana,ITA,2,1524.69885254,1967-11-12
1967-11-13,,Reggiana,ITA,2,1514.0916748,1967-11-19
1967-11-20,,Reggiana,ITA,2,1511.93103027,1967-11-22
1967-11-23,,Reggiana,ITA,2,1515.73962402,1967-11-26
1967-11-27,,Reggiana,ITA,2,1526.00476074,1967-11-29
1967-11-30,,Reggiana,ITA,2,1525.46325684,1967-12-03
1967-12-04,,Reggiana,ITA,2,1522.83154297,1967-12-07
1967-12-08,,Reggiana,ITA,2,1522.20935059,1967-12-10
1967-12-11,,Reggiana,ITA,2,1528.55725098,1967-12-13
1967-12-14,,Reggiana,ITA,2,1530.26525879,1967-12-17
1967-12-18,,Reggiana,ITA,2,1533.5612793,1967-12-24
1967-12-25,,Reggiana,ITA,2,1531.89489746,1967-12-31
1968-01-01,,Reggiana,ITA,2,1534.58166504,1968-01-07
1968-01-08,,Reggiana,ITA,2,1541.1439209,1968-01-14
1968-01-15,,Reggiana,ITA,2,1544.54406738,1968-01-21
1968-01-22,,Reggiana,ITA,2,1549.45031738,1968-01-28
1968-01-29,,Reggiana,ITA,2,1561.71472168,1968-01-31
1968-02-01,,Reggiana,ITA,2,1560.109375,1968-02-11
1968-02-12,,Reggiana,ITA,2,1548.38330078,1968-02-18
1968-02-19,,Reggiana,ITA,2,1543.11865234,1968-02-25
1968-02-26,,Reggiana,ITA,2,1537.54931641,1968-02-28
1968-02-29,,Reggiana,ITA,2,1540.17614746,1968-03-03
1968-03-04,,Reggiana,ITA,2,1546.79931641,1968-03-10
1968-03-11,,Reggiana,ITA,2,1559.89880371,1968-03-13
1968-03-14,,Reggiana,ITA,2,1551.4855957,1968-03-17
1968-03-18,,Reggiana,ITA,2,1552.20422363,1968-03-20
1968-03-21,,Reggiana,ITA,2,1564.11254883,1968-03-24
1968-03-25,,Reggiana,ITA,2,1559.56933594,1968-03-31
1968-04-01,,Reggiana,ITA,2,1564.71508789,1968-04-07
1968-04-08,,Reggiana,ITA,2,1585.19128418,1968-04-14
1968-04-15,,Reggiana,ITA,2,1588.31030273,1968-04-21
1968-04-22,,Reggiana,ITA,2,1594.14660645,1968-04-28
1968-04-29,,Reggiana,ITA,2,1583.79052734,1968-05-01
1968-05-02,,Reggiana,ITA,2,1586.98962402,1968-05-05
1968-05-06,,Reggiana,ITA,2,1579.04650879,1968-05-08
1968-05-09,,Reggiana,ITA,2,1582.47888184,1968-05-09
1968-05-10,,Reggiana,ITA,2,1577.71520996,1968-05-12
1968-05-13,,Reggiana,ITA,2,1582.49316406,1968-05-15
1968-05-16,,Reggiana,ITA,2,1573.38793945,1968-05-19
1968-05-20,,Reggiana,ITA,2,1568.35949707,1968-05-23
1968-05-24,,Reggiana,ITA,2,1572.30651855,1968-05-26
1968-05-27,,Reggiana,ITA,2,1566.7322998,1968-06-02
1968-06-03,,Reggiana,ITA,2,1560.79309082,1968-06-09
1968-06-10,,Reggiana,ITA,2,1567.17370605,1968-06-16
1968-06-17,,Reggiana,ITA,2,1569.34326172,1968-06-23
1968-06-24,,Reggiana,ITA,2,1576.41943359,1968-09-18
1968-09-19,,Reggiana,ITA,2,1573.76940918,1968-09-29
1968-09-30,,Reggiana,ITA,2,1578.00341797,1968-10-02
1968-10-03,,Reggiana,ITA,2,1581.17041016,1968-10-06
1968-10-07,,Reggiana,ITA,2,1576.08032227,1968-10-13
1968-10-14,,Reggiana,ITA,2,1581.95629883,1968-10-20
1968-10-21,,Reggiana,ITA,2,1573.12878418,1968-11-03
1968-11-04,,Reggiana,ITA,2,1568.47167969,1968-11-10
1968-11-11,,Reggiana,ITA,2,1564.08251953,1968-11-17
1968-11-18,,Reggiana,ITA,2,1581.62841797,1968-11-24
1968-11-25,,Reggiana,ITA,2,1571.62280273,1968-12-01
1968-12-02,,Reggiana,ITA,2,1572.87841797,1968-12-08
1968-12-09,,Reggiana,ITA,2,1578.33569336,1968-12-15
1968-12-16,,Reggiana,ITA,2,1574.07556152,1968-12-22
1968-12-23,,Reggiana,ITA,2,1567.96386719,1968-12-29
1968-12-30,,Reggiana,ITA,2,1572.23071289,1969-01-05
1969-01-06,,Reggiana,ITA,2,1574.12365723,1969-01-12
1969-01-13,,Reggiana,ITA,2,1575.70568848,1969-01-19
1969-01-20,,Reggiana,ITA,2,1580.53942871,1969-01-26
1969-01-27,,Reggiana,ITA,2,1581.75646973,1969-02-02
1969-02-03,,Reggiana,ITA,2,1585.82751465,1969-02-09
1969-02-10,,Reggiana,ITA,2,1591.30004883,1969-02-16
1969-02-17,,Reggiana,ITA,2,1600.97790527,1969-02-19
1969-02-20,,Reggiana,ITA,2,1587.20031738,1969-02-23
1969-02-24,,Reggiana,ITA,2,1592.26171875,1969-03-02
1969-03-03,,Reggiana,ITA,2,1582.90966797,1969-03-05
1969-03-06,,Reggiana,ITA,2,1578.81005859,1969-03-09
1969-03-10,,Reggiana,ITA,2,1583.3125,1969-03-12
1969-03-13,,Reggiana,ITA,2,1595.5489502,1969-03-16
1969-03-17,,Reggiana,ITA,2,1596.50622559,1969-03-23
1969-03-24,,Reggiana,ITA,2,1605.73339844,1969-03-30
1969-03-31,,Reggiana,ITA,2,1610.02954102,1969-04-13
1969-04-14,,Reggiana,ITA,2,1605.38525391,1969-04-20
1969-04-21,,Reggiana,ITA,2,1608.12097168,1969-04-23
1969-04-24,,Reggiana,ITA,2,1611.93554688,1969-04-27
1969-04-28,,Reggiana,ITA,2,1603.82641602,1969-05-04
1969-05-05,,Reggiana,ITA,2,1596.66003418,1969-05-11
1969-05-12,,Reggiana,ITA,2,1603.27929688,1969-05-15
1969-05-16,,Reggiana,ITA,2,1590.45227051,1969-05-18
1969-05-19,,Reggiana,ITA,2,1593.88500977,1969-05-25
1969-05-26,,Reggiana,ITA,2,1600.55151367,1969-05-28
1969-05-29,,Reggiana,ITA,2,1607.22058105,1969-06-01
1969-06-02,,Reggiana,ITA,2,1609.73254395,1969-06-08
1969-06-09,,Reggiana,ITA,2,1612.82800293,1969-06-15
1969-06-16,,Reggiana,ITA,2,1613.56115723,1969-06-19
1969-06-20,100.0,Reggiana,ITA,2,1613.56115723,1969-06-22
1969-06-23,95.0,Reggiana,ITA,2,1617.76330566,1969-06-24
1969-06-25,94.0,Reggiana,ITA,2,1617.76330566,1969-08-07
1969-08-08,95.0,Reggiana,ITA,2,1617.76330566,1969-08-12
1969-08-13,96.0,Reggiana,ITA,2,1617.76330566,1969-08-13
1969-08-14,94.0,Reggiana,ITA,2,1617.76330566,1969-08-16
1969-08-17,95.0,Reggiana,ITA,2,1617.76330566,1969-08-17
1969-08-18,96.0,Reggiana,ITA,2,1617.76330566,1969-08-20
1969-08-21,95.0,Reggiana,ITA,2,1617.76330566,1969-08-22
1969-08-23,96.0,Reggiana,ITA,2,1617.76330566,1969-08-27
1969-08-28,97.0,Reggiana,ITA,2,1617.76330566,1969-08-28
1969-08-29,98.0,Reggiana,ITA,2,1617.76330566,1969-08-31
1969-09-01,97.0,Reggiana,ITA,2,1617.76330566,1969-09-03
1969-09-04,95.0,Reggiana,ITA,2,1617.76330566,1969-09-06
1969-09-07,96.0,Reggiana,ITA,2,1617.76330566,1969-09-07
1969-09-08,97.0,Reggiana,ITA,2,1617.76330566,1969-09-08
1969-09-09,98.0,Reggiana,ITA,2,1617.76330566,1969-09-10
1969-09-11,98.0,Reggiana,ITA,2,1617.8001709,1969-09-13
1969-09-14,96.0,Reggiana,ITA,2,1617.8001709,1969-09-14
1969-09-15,,Reggiana,ITA,2,1608.23352051,1969-09-17
1969-09-18,,Reggiana,ITA,2,1607.7557373,1969-09-20
1969-09-21,100.0,Reggiana,ITA,2,1607.7557373,1969-09-21
1969-09-22,,Reggiana,ITA,2,1602.17138672,1969-09-24
1969-09-25,,Reggiana,ITA,2,1602.1776123,1969-09-28
1969-09-29,,Reggiana,ITA,2,1602.78381348,1969-10-01
1969-10-02,,Reggiana,ITA,2,1603.94567871,1969-10-05
1969-10-06,,Reggiana,ITA,2,1608.91906738,1969-10-12
1969-10-13,100.0,Reggiana,ITA,2,1609.73278809,1969-10-18
1969-10-19,99.0,Reggiana,ITA,2,1609.73278809,1969-10-19
1969-10-20,,Reggiana,ITA,2,1603.48913574,1969-10-26
1969-10-27,,Reggiana,ITA,2,1604.71960449,1969-11-02
1969-11-03,,Reggiana,ITA,2,1602.97497559,1969-11-12
1969-11-13,,Reggiana,ITA,2,1608.8425293,1969-11-16
1969-11-17,,Reggiana,ITA,2,1600.78442383,1969-11-23
1969-11-24,,Reggiana,ITA,2,1604.71057129,1969-11-26
1969-11-27,,Reggiana,ITA,2,1587.57128906,1969-11-30
1969-12-01,,Reggiana,ITA,2,1579.9017334,1969-12-07
1969-12-08,,Reggiana,ITA,2,1576.95043945,1969-12-14
1969-12-15,,Reggiana,ITA,2,1572.8248291,1969-12-21
1969-12-22,,Reggiana,ITA,2,1582.93554688,1969-12-28
1969-12-29,,Reggiana,ITA,2,1583.16967773,1970-01-04
1970-01-05,,Reggiana,ITA,2,1580.00280762,1970-01-11
1970-01-12,,Reggiana,ITA,2,1572.84973145,1970-01-18
1970-01-19,,Reggiana,ITA,2,1564.83203125,1970-01-25
1970-01-26,,Reggiana,ITA,2,1560.34362793,1970-02-01
1970-02-02,,Reggiana,ITA,2,1548.4666748,1970-02-08
1970-02-09,,Reggiana,ITA,2,1550.51330566,1970-02-15
1970-02-16,,Reggiana,ITA,2,1545.66882324,1970-02-22
1970-02-23,,Reggiana,ITA,2,1550.13684082,1970-03-01
1970-03-02,,Reggiana,ITA,2,1545.54333496,1970-03-04
1970-03-05,,Reggiana,ITA,2,1537.61914062,1970-03-08
1970-03-09,,Reggiana,ITA,2,1530.44824219,1970-03-15
1970-03-16,,Reggiana,ITA,2,1520.29077148,1970-03-18
1970-03-19,,Reggiana,ITA,2,1520.39245605,1970-03-22
1970-03-23,,Reggiana,ITA,2,1515.3260498,1970-04-01
1970-04-02,,Reggiana,ITA,2,1511.27050781,1970-04-05
1970-04-06,,Reggiana,ITA,2,1509.38671875,1970-04-12
1970-04-13,,Reggiana,ITA,2,1512.86169434,1970-04-15
1970-04-16,,Reggiana,ITA,2,1516.89904785,1970-04-19
1970-04-20,,Reggiana,ITA,2,1506.14160156,1970-04-22
1970-04-23,,Reggiana,ITA,2,1506.47729492,1970-04-26
1970-04-27,,Reggiana,ITA,2,1511.14660645,1970-05-03
1970-05-04,,Reggiana,ITA,2,1504.55114746,1970-05-10
1970-05-11,,Reggiana,ITA,2,1510.78625488,1970-05-17
1970-05-18,,Reggiana,ITA,2,1506.61657715,1970-05-24
1970-05-25,,Reggiana,ITA,2,1511.39746094,1970-05-31
1970-06-01,,Reggiana,ITA,2,1516.77331543,1970-06-07
1970-06-08,,Reggiana,ITA,2,1525.66101074,1970-06-14
1970-06-15,,Reggiana,ITA,2,1527.59216309,1970-07-01
1971-07-01,,Reggiana,ITA,2,1467.11645508,1971-09-15
1971-09-16,,Reggiana,ITA,2,1461.66748047,1971-09-22
1971-09-23,,Reggiana,ITA,2,1461.68835449,1971-09-26
1971-09-27,,Reggiana,ITA,2,1458.58740234,1971-09-28
1971-09-29,,Reggiana,ITA,2,1472.55859375,1971-09-29
1971-09-30,,Reggiana,ITA,2,1472.95446777,1971-09-30
1971-10-01,,Reggiana,ITA,2,1456.54907227,1971-10-03
1971-10-04,,Reggiana,ITA,2,1470.80163574,1971-10-10
1971-10-11,,Reggiana,ITA,2,1474.41784668,1971-10-17
1971-10-18,,Reggiana,ITA,2,1482.81604004,1971-10-20
1971-10-21,,Reggiana,ITA,2,1475.01867676,1971-10-21
1971-10-22,,Reggiana,ITA,2,1480.39367676,1971-10-24
1971-10-25,,Reggiana,ITA,2,1483.76940918,1971-10-31
1971-11-01,,Reggiana,ITA,2,1482.03930664,1971-11-03
1971-11-04,,Reggiana,ITA,2,1479.61499023,1971-11-04
1971-11-05,,Reggiana,ITA,2,1484.6204834,1971-11-07
1971-11-08,,Reggiana,ITA,2,1489.89807129,1971-11-14
1971-11-15,,Reggiana,ITA,2,1497.88256836,1971-11-21
1971-11-22,,Reggiana,ITA,2,1499.86804199,1971-11-24
1971-11-25,,Reggiana,ITA,2,1504.11853027,1971-11-28
1971-11-29,,Reggiana,ITA,2,1511.9074707,1971-12-01
1971-12-02,,Reggiana,ITA,2,1521.82531738,1971-12-05
1971-12-06,,Reggiana,ITA,2,1527.97680664,1971-12-08
1971-12-09,,Reggiana,ITA,2,1527.49560547,1971-12-12
1971-12-13,,Reggiana,ITA,2,1523.27856445,1971-12-19
1971-12-20,,Reggiana,ITA,2,1521.3605957,1971-12-26
1971-12-27,,Reggiana,ITA,2,1524.67749023,1972-01-02
1972-01-03,,Reggiana,ITA,2,1520.94641113,1972-01-09
1972-01-10,,Reggiana,ITA,2,1514.96228027,1972-01-16
1972-01-17,,Reggiana,ITA,2,1512.89245605,1972-01-23
1972-01-24,,Reggiana,ITA,2,1518.48547363,1972-01-30
1972-01-31,,Reggiana,ITA,2,1530.24194336,1972-02-13
1972-02-14,,Reggiana,ITA,2,1528.27648926,1972-02-20
1972-02-21,,Reggiana,ITA,2,1532.91101074,1972-02-23
1972-02-24,,Reggiana,ITA,2,1533.81750488,1972-02-27
1972-02-28,,Reggiana,ITA,2,1538.49682617,1972-03-05
1972-03-06,,Reggiana,ITA,2,1532.45458984,1972-03-07
1972-03-08,,Reggiana,ITA,2,1533.34851074,1972-03-08
1972-03-09,,Reggiana,ITA,2,1524.44177246,1972-03-10
1972-03-11,,Reggiana,ITA,2,1524.56811523,1972-03-12
1972-03-13,,Reggiana,ITA,2,1529.64160156,1972-03-19
1972-03-20,,Reggiana,ITA,2,1533.63842773,1972-03-22
1972-03-23,,Reggiana,ITA,2,1529.53588867,1972-03-24
1972-03-25,,Reggiana,ITA,2,1532.10595703,1972-03-26
1972-03-27,,Reggiana,ITA,2,1529.1517334,1972-04-02
1972-04-03,,Reggiana,ITA,2,1539.19848633,1972-04-05
1972-04-06,,Reggiana,ITA,2,1536.32531738,1972-04-09
1972-04-10,,Reggiana,ITA,2,1541.04296875,1972-04-16
1972-04-17,,Reggiana,ITA,2,1537.22802734,1972-04-19
1972-04-20,,Reggiana,ITA,2,1535.30969238,1972-04-23
1972-04-24,,Reggiana,ITA,2,1537.97766113,1972-04-30
1972-05-01,,Reggiana,ITA,2,1544.10571289,1972-05-07
1972-05-08,,Reggiana,ITA,2,1547.26806641,1972-05-14
1972-05-15,,Reggiana,ITA,2,1542.71582031,1972-05-21
1972-05-22,,Reggiana,ITA,2,1545.88244629,1972-05-28
1972-05-29,,Reggiana,ITA,2,1551.48193359,1972-05-31
1972-06-01,,Reggiana,ITA,2,1546.98461914,1972-06-04
1972-06-05,,Reggiana,ITA,2,1540.04516602,1972-06-11
1972-06-12,,Reggiana,ITA,2,1528.74316406,1972-06-18
1972-06-19,,Reggiana,ITA,2,1537.2442627,1972-09-06
1972-09-07,,Reggiana,ITA,2,1537.26904297,1972-09-13
1972-09-14,,Reggiana,ITA,2,1538.55786133,1972-09-14
1972-09-15,,Reggiana,ITA,2,1538.15979004,1972-09-17
1972-09-18,,Reggiana,ITA,2,1531.42480469,1972-09-24
1972-09-25,,Reggiana,ITA,2,1535.04931641,1972-09-27
1972-09-28,,Reggiana,ITA,2,1504.5690918,1972-10-01
1972-10-02,,Reggiana,ITA,2,1499.15148926,1972-10-08
1972-10-09,,Reggiana,ITA,2,1494.42944336,1972-10-15
1972-10-16,,Reggiana,ITA,2,1491.88574219,1972-10-22
1972-10-23,,Reggiana,ITA,2,1492.96289062,1972-10-25
1972-10-26,,Reggiana,ITA,2,1487.50427246,1972-10-29
1972-10-30,,Reggiana,ITA,2,1476.6048584,1972-11-05
1972-11-06,,Reggiana,ITA,2,1471.63220215,1972-11-07
1972-11-08,,Reggiana,ITA,2,1468.31384277,1972-11-08
1972-11-09,,Reggiana,ITA,2,1477.21508789,1972-11-12
1972-11-13,,Reggiana,ITA,2,1485.90734863,1972-11-19
1972-11-20,,Reggiana,ITA,2,1493.88391113,1972-11-26
1972-11-27,,Reggiana,ITA,2,1496.57275391,1972-11-29
1972-11-30,,Reggiana,ITA,2,1491.1027832,1972-12-03
1972-12-04,,Reggiana,ITA,2,1498.72045898,1972-12-10
1972-12-11,,Reggiana,ITA,2,1491.99230957,1972-12-13
1972-12-14,,Reggiana,ITA,2,1488.734375,1972-12-17
1972-12-18,,Reggiana,ITA,2,1491.75390625,1972-12-24
1972-12-25,,Reggiana,ITA,2,1488.38720703,1972-12-30
1972-12-31,,Reggiana,ITA,2,1491.53845215,1973-01-07
1973-01-08,,Reggiana,ITA,2,1497.88793945,1973-01-14
1973-01-15,,Reggiana,ITA,2,1491.73596191,1973-01-21
1973-01-22,,Reggiana,ITA,2,1485.32653809,1973-02-04
1973-02-05,,Reggiana,ITA,2,1473.92443848,1973-02-11
1973-02-12,,Reggiana,ITA,2,1475.90576172,1973-02-18
1973-02-19,,Reggiana,ITA,2,1473.79785156,1973-02-25
1973-02-26,,Reggiana,ITA,2,1480.31738281,1973-03-04
1973-03-05,,Reggiana,ITA,2,1472.18798828,1973-03-07
1973-03-08,,Reggiana,ITA,2,1471.48278809,1973-03-11
1973-03-12,,Reggiana,ITA,2,1467.02990723,1973-03-18
1973-03-19,,Reggiana,ITA,2,1463.12145996,1973-03-21
1973-03-22,,Reggiana,ITA,2,1469.43884277,1973-04-01
1973-04-02,,Reggiana,ITA,2,1479.79174805,1973-04-08
1973-04-09,,Reggiana,ITA,2,1482.85424805,1973-04-11
1973-04-12,,Reggiana,ITA,2,1485.76000977,1973-04-15
1973-04-16,,Reggiana,ITA,2,1488.83862305,1973-04-22
1973-04-23,,Reggiana,ITA,2,1484.47851562,1973-04-25
1973-04-26,,Reggiana,ITA,2,1492.41003418,1973-04-29
1973-04-30,,Reggiana,ITA,2,1496.69421387,1973-05-06
1973-05-07,,Reggiana,ITA,2,1501.64282227,1973-05-13
1973-05-14,,Reggiana,ITA,2,1497.46337891,1973-05-16
1973-05-17,,Reggiana,ITA,2,1502.31091309,1973-05-20
1973-05-21,,Reggiana,ITA,2,1497.23193359,1973-05-25
1973-05-26,,Reggiana,ITA,2,1479.47631836,1973-05-30
1973-05-31,,Reggiana,ITA,2,1476.45849609,1973-06-03
1973-06-04,,Reggiana,ITA,2,1472.04724121,1973-06-10
1973-06-11,,Reggiana,ITA,2,1489.52709961,1973-06-17
1973-06-18,,Reggiana,ITA,2,1494.08874512,1973-09-19
1973-09-20,,Reggiana,ITA,2,1476.3170166,1973-09-30
1973-10-01,,Reggiana,ITA,2,1454.76147461,1973-10-03
1973-10-04,,Reggiana,ITA,2,1434.84521484,1973-10-07
1973-10-08,,Reggiana,ITA,2,1429.91589355,1973-10-14
1973-10-15,,Reggiana,ITA,2,1426.57458496,1973-10-21
1973-10-22,,Reggiana,ITA,2,1419.82910156,1973-10-24
1973-10-25,,Reggiana,ITA,2,1411.0760498,1973-10-28
1973-10-29,,Reggiana,ITA,2,1420.48010254,1973-11-04
1973-11-05,,Reggiana,ITA,2,1414.33422852,1973-11-07
1973-11-08,,Reggiana,ITA,2,1418.66418457,1973-11-11
1973-11-12,,Reggiana,ITA,2,1431.01159668,1973-11-18
1973-11-19,,Reggiana,ITA,2,1432.81384277,1973-11-25
1973-11-26,,Reggiana,ITA,2,1428.38598633,1973-12-02
1973-12-03,,Reggiana,ITA,2,1423.08886719,1973-12-09
1973-12-10,,Reggiana,ITA,2,1418.20251465,1973-12-16
1973-12-17,,Reggiana,ITA,2,1421.54125977,1973-12-23
1973-12-24,,Reggiana,ITA,2,1417.3079834,1973-12-30
1973-12-31,,Reggiana,ITA,2,1419.66479492,1974-01-06
1974-01-07,,Reggiana,ITA,2,1426.66992188,1974-01-13
1974-01-14,,Reggiana,ITA,2,1430.45617676,1974-01-20
1974-01-21,,Reggiana,ITA,2,1427.2010498,1974-01-27
1974-01-28,,Reggiana,ITA,2,1422.79528809,1974-02-03
1974-02-04,,Reggiana,ITA,2,1419.14990234,1974-02-10
1974-02-11,,Reggiana,ITA,2,1415.60742188,1974-02-17
1974-02-18,,Reggiana,ITA,2,1423.68603516,1974-02-24
1974-02-25,,Reggiana,ITA,2,1417.82263184,1974-03-03
1974-03-04,,Reggiana,ITA,2,1416.43139648,1974-03-10
1974-03-11,,Reggiana,ITA,2,1420.42700195,1974-03-13
1974-03-14,,Reggiana,ITA,2,1421.95275879,1974-03-17
1974-03-18,,Reggiana,ITA,2,1427.35229492,1974-03-20
1974-03-21,,Reggiana,ITA,2,1427.64221191,1974-03-24
1974-03-25,,Reggiana,ITA,2,1430.94750977,1974-03-31
1974-04-01,,Reggiana,ITA,2,1427.17626953,1974-04-07
1974-04-08,,Reggiana,ITA,2,1419.50415039,1974-04-10
1974-04-11,,Reggiana,ITA,2,1423.43640137,1974-04-14
1974-04-15,,Reggiana,ITA,2,1420.07568359,1974-04-21
1974-04-22,,Reggiana,ITA,2,1432.03381348,1974-04-24
1974-04-25,,Reggiana,ITA,2,1436.44006348,1974-04-28
1974-04-29,,Reggiana,ITA,2,1432.33789062,1974-05-05
1974-05-06,,Reggiana,ITA,2,1425.94873047,1974-05-08
1974-05-09,,Reggiana,ITA,2,1420.32104492,1974-05-12
