from,rank,team,country,level,elo,to
2021-05-11,,Reggiana,ITA,2,1335.55773926,2021-07-01
2023-07-01,,Reggiana,ITA,2,1368.80407715,2023-08-20
2023-08-21,,Reggiana,ITA,2,1363.40087891,2023-08-24
2023-08-25,,Reggiana,ITA,2,1362.13623047,2023-08-26
2023-08-27,,Reggiana,ITA,2,1365.62219238,2023-08-29
2023-08-30,,Reggiana,ITA,2,1355.29736328,2023-08-31
2023-09-01,,Reggiana,ITA,2,1357.13012695,2023-09-02
2023-09-03,,Reggiana,ITA,2,1362.60241699,2023-09-16
2023-09-17,,Reggiana,ITA,2,1365.62158203,2023-09-19
2023-09-20,,Reggiana,ITA,2,1365.21105957,2023-09-20
2023-09-21,,Reggiana,ITA,2,1366.08361816,2023-09-21
2023-09-22,,Reggiana,ITA,2,1367.78845215,2023-09-23
2023-09-24,,Reggiana,ITA,2,1380.44995117,2023-09-26
2023-09-27,,Reggiana,ITA,2,1381.54614258,2023-09-30
2023-10-01,,Reggiana,ITA,2,1368.88305664,2023-10-03
2023-10-04,,Reggiana,ITA,2,1366.92321777,2023-10-04
2023-10-05,,Reggiana,ITA,2,1369.75720215,2023-10-05
2023-10-06,,Reggiana,ITA,2,1370.97570801,2023-10-07
2023-10-08,,Reggiana,ITA,2,1373.16137695,2023-10-22
2023-10-23,,Reggiana,ITA,2,1383.82617188,2023-10-24
2023-10-25,,Reggiana,ITA,2,1386.06787109,2023-10-25
2023-10-26,,Reggiana,ITA,2,1379.21948242,2023-10-26
2023-10-27,,Reggiana,ITA,2,1380.36682129,2023-10-28
2023-10-29,,Reggiana,ITA,2,1394.1237793,2023-11-05
2023-11-06,,Reggiana,ITA,2,1391.75427246,2023-11-07
2023-11-08,,Reggiana,ITA,2,1395.87634277,2023-11-08
2023-11-09,,Reggiana,ITA,2,1395.0378418,2023-11-09
2023-11-10,,Reggiana,ITA,2,1391.87438965,2023-11-11
2023-11-12,,Reggiana,ITA,2,1382.42956543,2023-11-25
2023-11-26,,Reggiana,ITA,2,1382.24353027,2023-11-28
2023-11-29,,Reggiana,ITA,2,1379.39624023,2023-11-29
2023-11-30,,Reggiana,ITA,2,1377.0378418,2023-11-30
2023-12-01,,Reggiana,ITA,2,1375.56201172,2023-12-02
2023-12-03,,Reggiana,ITA,2,1369.8269043,2023-12-10
2023-12-11,,Reggiana,ITA,2,1369.59631348,2023-12-12
2023-12-13,,Reggiana,ITA,2,1369.35253906,2023-12-13
2023-12-14,,Reggiana,ITA,2,1371.28466797,2023-12-14
2023-12-15,,Reggiana,ITA,2,1373.06079102,2023-12-16
2023-12-17,,Reggiana,ITA,2,1366.77539062,2023-12-23
2023-12-24,,Reggiana,ITA,2,1378.43688965,2023-12-26
2023-12-27,,Reggiana,ITA,2,1386.34484863,2023-12-31
2024-01-01,,Reggiana,ITA,2,1386.34484863,2024-01-13
2024-01-14,,Reggiana,ITA,2,1389.19567871,2024-01-20
2024-01-21,,Reggiana,ITA,2,1390.61816406,2024-01-27
2024-01-28,,Reggiana,ITA,2,1407.10888672,2024-02-03
2024-02-04,,Reggiana,ITA,2,1404.34643555,2024-02-10
2024-02-11,,Reggiana,ITA,2,1409.63024902,2024-02-14
2024-02-15,,Reggiana,ITA,2,1410.9708252,2024-02-15
2024-02-16,,Reggiana,ITA,2,1413.76086426,2024-02-17
2024-02-18,,Reggiana,ITA,2,1399.29943848,2024-02-20
2024-02-21,,Reggiana,ITA,2,1399.97436523,2024-02-21
2024-02-22,,Reggiana,ITA,2,1399.35327148,2024-02-22
2024-02-23,,Reggiana,ITA,2,1398.38879395,2024-02-24
2024-02-25,,Reggiana,ITA,2,1401.00292969,2024-02-27
2024-02-28,,Reggiana,ITA,2,1400.48803711,2024-03-03
2024-03-04,,Reggiana,ITA,2,1402.35900879,2024-03-05
2024-03-06,,Reggiana,ITA,2,1399.17321777,2024-03-06
2024-03-07,,Reggiana,ITA,2,1399.86340332,2024-03-07
2024-03-08,,Reggiana,ITA,2,1407.20275879,2024-03-09
2024-03-10,,Reggiana,ITA,2,1417.71691895,2024-03-12
2024-03-13,,Reggiana,ITA,2,1414.53808594,2024-03-13
2024-03-14,,Reggiana,ITA,2,1412.20544434,2024-03-14
2024-03-15,,Reggiana,ITA,2,1416.79431152,2024-03-16
2024-03-17,,Reggiana,ITA,2,1416.51220703,2024-04-01
2024-04-02,,Reggiana,ITA,2,1428.80041504,2024-04-06
2024-04-07,,Reggiana,ITA,2,1414.91711426,2024-04-11
2024-04-12,,Reggiana,ITA,2,1422.14111328,2024-04-13
2024-04-14,,Reggiana,ITA,2,1412.49450684,2024-04-18
2024-04-19,,Reggiana,ITA,2,1413.84069824,2024-04-19
2024-04-20,,Reggiana,ITA,2,1394.5715332,2024-04-27
2024-04-28,,Reggiana,ITA,2,1405.57006836,2024-05-01
2024-05-02,,Reggiana,ITA,2,1413.31384277,2024-05-02
2024-05-03,,Reggiana,ITA,2,1412.17102051,2024-05-05
2024-05-06,,Reggiana,ITA,2,1407.12866211,2024-05-08
2024-05-09,,Reggiana,ITA,2,1409.06860352,2024-05-09
2024-05-10,,Reggiana,ITA,2,1411.59814453,2024-05-10
2024-05-11,,Reggiana,ITA,2,1414.88037109,2024-05-22
2024-05-23,,Reggiana,ITA,2,1420.28405762,2024-05-29
2024-05-30,,Reggiana,ITA,2,1416.83911133,2024-08-18
2024-08-19,,Reggiana,ITA,2,1415.83300781,2024-08-22
2024-08-23,,Reggiana,ITA,2,1415.17199707,2024-08-24
2024-08-25,,Reggiana,ITA,2,1426.82971191,2024-08-27
2024-08-28,,Reggiana,ITA,2,1437.33190918,2024-08-29
2024-08-30,,Reggiana,ITA,2,1433.90881348,2024-08-31
2024-09-01,,Reggiana,ITA,2,1427.64746094,2024-09-15
2024-09-16,,Reggiana,ITA,2,1414.98693848,2024-09-17
2024-09-18,,Reggiana,ITA,2,1413.67175293,2024-09-18
2024-09-19,,Reggiana,ITA,2,1413.20129395,2024-09-19
2024-09-20,,Reggiana,ITA,2,1413.27307129,2024-09-21
2024-09-22,,Reggiana,ITA,2,1414.65771484,2024-09-25
2024-09-26,,Reggiana,ITA,2,1417.34790039,2024-09-26
2024-09-27,,Reggiana,ITA,2,1416.32019043,2024-09-28
2024-09-29,,Reggiana,ITA,2,1417.09375,2024-10-01
2024-10-02,,Reggiana,ITA,2,1416.49914551,2024-10-02
2024-10-03,,Reggiana,ITA,2,1420.67089844,2024-10-03
2024-10-04,,Reggiana,ITA,2,1418.84631348,2024-10-05
2024-10-06,,Reggiana,ITA,2,1413.8659668,2024-10-20
2024-10-21,,Reggiana,ITA,2,1428.25280762,2024-10-22
2024-10-23,,Reggiana,ITA,2,1423.9942627,2024-10-23
2024-10-24,,Reggiana,ITA,2,1422.2878418,2024-10-24
2024-10-25,,Reggiana,ITA,2,1426.79772949,2024-10-26
2024-10-27,,Reggiana,ITA,2,1418.46691895,2024-10-29
2024-10-30,,Reggiana,ITA,2,1409.58227539,2024-11-02
2024-11-03,,Reggiana,ITA,2,1412.28601074,2024-11-05
2024-11-06,,Reggiana,ITA,2,1415.53833008,2024-11-06
2024-11-07,,Reggiana,ITA,2,1420.75073242,2024-11-07
2024-11-08,,Reggiana,ITA,2,1416.91687012,2024-11-10
2024-11-11,,Reggiana,ITA,2,1417.45458984,2024-11-23
2024-11-24,,Reggiana,ITA,2,1419.67370605,2024-11-26
2024-11-27,,Reggiana,ITA,2,1422.29614258,2024-11-27
2024-11-28,,Reggiana,ITA,2,1419.64086914,2024-11-28
2024-11-29,,Reggiana,ITA,2,1418.77185059,2024-11-29
2024-11-30,,Reggiana,ITA,2,1412.88977051,2024-12-08
2024-12-09,,Reggiana,ITA,2,1430.69592285,2024-12-10
2024-12-11,,Reggiana,ITA,2,1425.27172852,2024-12-11
2024-12-12,,Reggiana,ITA,2,1431.16345215,2024-12-12
2024-12-13,,Reggiana,ITA,2,1436.36474609,2024-12-14
2024-12-15,,Reggiana,ITA,2,1427.4230957,2024-12-19
2024-12-20,,Reggiana,ITA,2,1426.41650391,2024-12-21
2024-12-22,,Reggiana,ITA,2,1415.00317383,2024-12-26
2024-12-27,,Reggiana,ITA,2,1423.46679688,2024-12-29
2024-12-30,,Reggiana,ITA,2,1437.21435547,2024-12-31
2025-01-01,,Reggiana,ITA,2,1437.21435547,2025-01-12
2025-01-13,,Reggiana,ITA,2,1437.35961914,2025-01-18
2025-01-19,,Reggiana,ITA,2,1430.66699219,2025-01-21
2025-01-22,,Reggiana,ITA,2,1432.96276855,2025-01-22
2025-01-23,,Reggiana,ITA,2,1434.71923828,2025-01-23
2025-01-24,,Reggiana,ITA,2,1433.47180176,2025-01-26
2025-01-27,,Reggiana,ITA,2,1442.11181641,2025-01-29
2025-01-30,,Reggiana,ITA,2,1435.0357666,2025-01-30
2025-01-31,,Reggiana,ITA,2,1432.77087402,2025-02-02
2025-02-03,,Reggiana,ITA,2,1422.21594238,2025-02-09
2025-02-10,,Reggiana,ITA,2,1413.17211914,2025-02-11
2025-02-12,,Reggiana,ITA,2,1413.84436035,2025-02-12
2025-02-13,,Reggiana,ITA,2,1411.70471191,2025-02-13
2025-02-14,,Reggiana,ITA,2,1412.33154297,2025-02-16
2025-02-17,,Reggiana,ITA,2,1415.05236816,2025-02-18
2025-02-19,,Reggiana,ITA,2,1404.31286621,2025-02-19
2025-02-20,,Reggiana,ITA,2,1400.09814453,2025-02-20
2025-02-21,,Reggiana,ITA,2,1401.9876709,2025-02-22
2025-02-23,,Reggiana,ITA,2,1400.66223145,2025-03-02
2025-03-03,,Reggiana,ITA,2,1404.69226074,2025-03-05
2025-03-06,,Reggiana,ITA,2,1405.87316895,2025-03-06
2025-03-07,,Reggiana,ITA,2,1406.71496582,2025-03-07
2025-03-08,,Reggiana,ITA,2,1399.08117676,2025-03-11
2025-03-12,,Reggiana,ITA,2,1399.53369141,2025-03-13
2025-03-14,,Reggiana,ITA,2,1397.74462891,2025-03-16
2025-03-17,,Reggiana,ITA,2,1398.11450195,2025-03-29
2025-03-30,,Reggiana,ITA,2,1393.3494873,2025-04-04
2025-04-05,,Reggiana,ITA,2,1387.57641602,2025-04-08
2025-04-09,,Reggiana,ITA,2,1389.69055176,2025-04-10
2025-04-11,,Reggiana,ITA,2,1386.90991211,2025-04-12
2025-04-13,,Reggiana,ITA,2,1378.84558105,2025-04-16
2025-04-17,,Reggiana,ITA,2,1379.16601562,2025-04-17
2025-04-18,,Reggiana,ITA,2,1380.3104248,2025-04-25
2025-04-26,,Reggiana,ITA,2,1387.46069336,2025-04-30
2025-05-01,,Reggiana,ITA,2,1388.2713623,2025-05-01
2025-05-02,,Reggiana,ITA,2,1398.38269043,2025-05-04
2025-05-05,,Reggiana,ITA,2,1408.88330078,2025-05-06
2025-05-07,,Reggiana,ITA,2,1411.15991211,2025-05-08
2025-05-09,,Reggiana,ITA,2,1409.02685547,2025-05-09
2025-05-10,,Reggiana,ITA,2,1419.89453125,2025-05-13
2025-05-14,,Reggiana,ITA,2,1413.0234375,2025-05-31
2025-06-01,,Reggiana,ITA,2,1407.51989746,2025-08-21
2025-08-22,,Reggiana,ITA,2,1407.70324707,2025-08-23
2025-08-24,,Reggiana,ITA,2,1402.16296387,2025-08-28
2025-08-29,,Reggiana,ITA,2,1402.28442383,2025-08-29
2025-08-30,,Reggiana,ITA,2,1418.71508789,2025-09-13
2025-09-14,,Reggiana,ITA,2,1420.91186523,2025-09-16
2025-09-17,,Reggiana,ITA,2,1420.10388184,2025-09-17
2025-09-18,,Reggiana,ITA,2,1420.12536621,2025-09-18
2025-09-19,,Reggiana,ITA,2,1418.40441895,2025-09-20
2025-09-21,,Reggiana,ITA,2,1418.32653809,2025-09-24
2025-09-25,,Reggiana,ITA,2,1420.38354492,2025-09-25
2025-09-26,,Reggiana,ITA,2,1419.17541504,2025-09-27
2025-09-28,,Reggiana,ITA,2,1410.10302734,2025-09-30
2025-10-01,,Reggiana,ITA,2,1413.20227051,2025-10-01
2025-10-02,,Reggiana,ITA,2,1415.29467773,2025-10-02
2025-10-03,,Reggiana,ITA,2,1410.81433105,2025-10-04
2025-10-05,,Reggiana,ITA,2,1421.04577637,2025-10-18
2025-10-19,,Reggiana,ITA,2,1430.98193359,2025-10-21
2025-10-22,,Reggiana,ITA,2,1429.46484375,2025-10-22
2025-10-23,,Reggiana,ITA,2,1426.61462402,2025-10-23
2025-10-24,,Reggiana,ITA,2,1424.48632812,2025-10-25
2025-10-26,,Reggiana,ITA,2,1417.52490234,2025-10-28
2025-10-29,,Reggiana,ITA,2,1425.89672852,2025-11-01
2025-11-02,,Reggiana,ITA,2,1417.45092773,2025-11-04
2025-11-05,,Reggiana,ITA,2,1415.33154297,2025-11-05
2025-11-06,,Reggiana,ITA,2,1418.23364258,2025-11-06
2025-11-07,,Reggiana,ITA,2,1415.7512207,2025-11-08
2025-11-09,,Reggiana,ITA,2,1412.99731445,2025-11-22
2025-11-23,,Reggiana,ITA,2,1414.56152344,2025-11-25
2025-11-26,,Reggiana,ITA,2,1417.37646484,2025-11-26
2025-11-27,,Reggiana,ITA,2,1420.54394531,2025-11-27
2025-11-28,,Reggiana,ITA,2,1418.22045898,2025-11-29
2025-11-30,,Reggiana,ITA,2,1411.23913574,2025-12-08
2025-12-09,,Reggiana,ITA,2,1419.92272949,2025-12-09
2025-12-10,,Reggiana,ITA,2,1419.30029297,2025-12-10
2025-12-11,,Reggiana,ITA,2,1416.9822998,2025-12-11
2025-12-12,,Reggiana,ITA,2,1422.97631836,2025-12-13
2025-12-14,,Reggiana,ITA,2,1412.60668945,2025-12-18
2025-12-19,,Reggiana,ITA,2,1409.1973877,2025-12-20
2025-12-21,,Reggiana,ITA,2,1400.56811523,2025-12-27
2025-12-28,,Reggiana,ITA,2,1393.82568359,2025-12-31
2026-01-01,,Reggiana,ITA,2,1393.82568359,2026-01-10
2026-01-11,,Reggiana,ITA,2,1387.27966309,2026-01-17
2026-01-18,,Reggiana,ITA,2,1379.74084473,2026-01-20
2026-01-21,,Reggiana,ITA,2,1375.42590332,2026-01-21
2026-01-22,,Reggiana,ITA,2,1374.0994873,2026-01-22
2026-01-23,,Reggiana,ITA,2,1374.08789062,2026-01-24
2026-01-25,,Reggiana,ITA,2,1370.61315918,2026-01-28
2026-01-29,,Reggiana,ITA,2,1368.97619629,2026-01-29
2026-01-30,,Reggiana,ITA,2,1369.375,2026-02-01
2026-02-02,,Reggiana,ITA,2,1370.65112305,2026-02-07
2026-02-08,,Reggiana,ITA,2,1363.80688477,2026-02-10
2026-02-11,,Reggiana,ITA,2,1371.03918457,2026-02-15
2026-02-16,,Reggiana,ITA,2,1374.76184082,2026-02-17
2026-02-18,,Reggiana,ITA,2,1368.14355469,2026-02-18
2026-02-19,,Reggiana,ITA,2,1365.33374023,2026-02-19
2026-02-20,,Reggiana,ITA,2,1368.71313477,2026-02-22
2026-02-23,,Reggiana,ITA,2,1367.05224609,2026-02-24
2026-02-25,,Reggiana,ITA,2,1359.95239258,2026-02-25
2026-02-26,,Reggiana,ITA,2,1364.64440918,2026-02-26
2026-02-27,,Reggiana,ITA,2,1364.63708496,2026-02-28
2026-03-01,,Reggiana,ITA,2,1374.83703613,2026-03-03
2026-03-04,,Reggiana,ITA,2,1359.8729248,2026-03-07
2026-03-08,,Reggiana,ITA,2,1356.3359375,2026-03-10
2026-03-11,,Reggiana,ITA,2,1354.67651367,2026-03-12
2026-03-13,,Reggiana,ITA,2,1355.23266602,2026-03-14
2026-03-15,,Reggiana,ITA,2,1343.30041504,2026-03-17
2026-03-18,,Reggiana,ITA,2,1347.65625,2026-03-18
2026-03-19,,Reggiana,ITA,2,1346.77990723,2026-03-19
2026-03-20,,Reggiana,ITA,2,1348.65527344,2026-03-22
2026-03-23,,Reggiana,ITA,2,1336.46887207,2026-04-20
2026-04-21,,Reggiana,ITA,2,1336.46887207,2026-12-31
