season,date,home_team,away_team,home_score,away_score,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,result,home_elo,away_elo,elo_diff,hpg,apg,hpl5,apl5,hpl5_home,apl5_away,home_wins_last_5,home_draws_last_5,home_losses_last_5,away_wins_last_5,away_draws_last_5,away_losses_last_5,home_goals_scored_last_5,home_goals_conceded_last_5,away_goals_scored_last_5,away_goals_conceded_last_5,home_yellows_last_5,away_yellows_last_5,home_reds_last_5,away_reds_last_5,home_xg,away_xg,home_ppda,away_ppda,home_deep_completions,away_deep_completions,home_xg_last_5,home_xga_last_5,home_ppda_last_5,home_ppda_faced_last_5,home_deep_completions_last_5,home_deep_completions_allowed_last_5,away_xg_last_5,away_xga_last_5,away_ppda_last_5,away_ppda_faced_last_5,away_deep_completions_last_5,away_deep_completions_allowed_last_5,xg_form_diff_last_5,xga_form_diff_last_5,ppda_diff_last_5,deep_completions_diff_last_5
1415,2014-09-28,Chievo,Empoli,1.0,1.0,3,1,0,0,D,1553.54,1509.37,44.17,1,1,3,9,0,1,1,0,3,0,2,2,4.0,6.0,4.0,7.0,8,5,0,1,0.837322,1.67402,5.42,6.307692307692308,5.0,3.0,0.69741425,1.82410475,10.39664628914629,3.9054147888062047,3.0,8.75,1.4733565,1.4200125,11.874606092436975,10.011699180897356,6.75,4.5,-0.77594225,0.40409225000000015,-1.4779598032906858,-3.75
1415,2014-09-28,Genoa,Sampdoria,0.0,1.0,3,4,0,0,A,1586.55,1590.08,-3.53,0,3,5,5,3,2,1,2,1,2,2,0,4.0,4.0,5.0,2.0,11,9,1,1,0.203654,0.252545,6.961538461538462,3.3846153846153846,4.0,1.0,0.8883375,1.9216799999999998,12.009144736842105,6.895601851851852,3.0,7.5,0.91555325,0.5599365000000001,6.8304626815265115,9.590423976608188,4.5,3.0,-0.027215749999999983,1.3617434999999998,5.178682055315593,-1.5
1415,2014-09-28,Inter,Cagliari,1.0,4.0,2,3,1,0,A,1708.59,1549.65,158.94,0,3,8,2,6,1,2,2,0,0,1,3,10.0,1.0,3.0,7.0,6,9,1,0,1.30307,3.32315,9.928571428571429,10.590909090909092,9.0,11.0,1.8918635,0.647357,9.153680015636539,12.920787155441886,4.25,3.75,1.282481,1.1288885,9.973873873873874,13.328079710144928,9.0,5.0,0.6093824999999999,-0.4815315,-0.8201938582373351,-4.75
1415,2014-09-28,Sassuolo,Napoli,0.0,1.0,4,2,0,0,A,1533.57,1763.03,-229.46,0,3,3,3,2,3,0,3,1,1,1,2,1.0,8.0,5.0,6.0,9,7,1,0,0.759409,1.39971,6.457142857142857,12.952380952380953,9.0,7.0,0.5949265,1.62984375,13.107230392156863,5.43974688974689,3.25,7.25,1.4907715,0.7478465,8.678469967532468,17.070971659919028,8.75,2.75,-0.8958449999999999,0.8819972500000001,4.428760424624395,-5.5
1415,2014-09-28,Torino,Fiorentina,1.0,1.0,3,2,0,0,D,1635.02,1714.15,-79.13,1,1,4,7,1,3,1,1,2,1,2,1,2.0,4.0,1.0,2.0,10,11,0,0,1.04433,1.37293,21.727272727272727,6.307692307692308,5.0,10.0,1.35217075,0.9327774999999999,13.845833333333333,10.088026224982746,6.0,4.5,1.1382015,0.9441317499999999,8.165488215488216,15.477678571428571,7.0,3.5,0.2139692499999999,-0.01135425000000001,5.680345117845118,-1.0
1415,2014-09-29,Palermo,Lazio,0.0,4.0,2,4,0,0,A,1584.09,1634.0,-49.91,0,3,3,3,2,0,0,3,1,1,0,3,6.0,7.0,4.0,5.0,10,11,0,1,1.5751,2.43959,8.448275862068966,7.137931034482759,4.0,2.0,1.00116425,1.229122,17.04802470920892,10.189102564102564,3.5,4.25,1.6256059999999999,1.1034902500000001,4.753126878381086,20.478999809305872,8.25,2.0,-0.6244417499999999,0.12563174999999993,12.294897830827836,-4.75
1415,2014-09-29,Udinese,Parma,4.0,2.0,2,1,0,1,H,1640.25,1653.41,-13.16,3,0,9,3,6,3,3,0,1,1,0,3,4.0,2.0,8.0,10.0,5,13,0,1,1.05537,1.86017,23.666666666666668,7.217391304347826,3.0,8.0,0.91080825,0.793455,18.701955295848315,10.196455631983977,1.75,8.25,0.78441325,1.7616825,10.169783316522446,14.522654061624651,6.5,5.25,0.12639500000000004,-0.9682275,8.532171979325868,-4.75
1415,2014-10-04,Milan,Chievo,2.0,0.0,2,5,0,0,H,1731.86,1555.81,176.05,3,0,8,8,3,3,2,2,1,1,1,3,11.0,9.0,5.0,7.0,11,11,2,0,1.60095,0.552252,4.708333333333333,6.928571428571429,6.0,3.0,1.506001,1.6147960000000001,9.950169821832269,9.332410922410924,4.0,8.6,0.7253958,1.7940878000000002,9.401317031317031,4.385870292583425,3.4,7.6,0.7806051999999999,-0.1792918000000001,0.5488527905152374,0.6000000000000001
1415,2014-10-04,Verona,Cagliari,1.0,0.0,1,3,0,0,H,1610.13,1577.67,32.46,3,0,8,5,4,4,2,2,1,1,1,3,5.0,5.0,7.0,8.0,12,12,0,0,0.962968,2.01475,7.125,7.741935483870968,3.0,8.0,1.2462916,1.8401586,13.6005772005772,9.199645867542419,3.8,8.0,1.6906148,1.1637248,10.097280917280917,12.648178053830229,9.4,5.8,-0.44432320000000014,0.6764338000000001,3.503296283296283,-5.6000000000000005
1415,2014-10-05,Empoli,Palermo,3.0,0.0,0,4,0,0,H,1517.13,1572.88,-55.75,3,0,3,6,1,1,0,3,2,0,3,2,5.0,8.0,6.0,11.0,6,12,1,0,1.99387,0.319965,4.575,9.22222222222222,5.0,3.0,1.5134892,1.3034744,10.761223335488042,9.093359344717886,6.0,4.6,1.1159514,1.4712156,15.32807493978093,9.578868258178604,3.6,3.8,0.39753780000000005,-0.16774120000000003,-4.5668516042928875,2.4
