league,season,game,stage_id,game_id,status,start_time,home_team_id,home_team,home_yellow_cards,home_red_cards,away_team_id,away_team,away_yellow_cards,away_red_cards,has_incidents_summary,has_preview,score_changed_at,elapsed,last_scorer,is_top_match,home_team_country_code,away_team_country_code,comment_count,is_lineup_confirmed,is_stream_available,match_is_opta,home_team_country_name,away_team_country_name,date,home_score,away_score,incidents,bets,aggregate_winner_field,winner_field,period,extra_result_field,home_extratime_score,away_extratime_score,home_penalty_score,away_penalty_score,started_at_utc,first_half_ended_at_utc,second_half_started_at_utc,stage
ITA-Serie A,1819,2018-08-18 Chievo-Juventus,16548,1317509,6,2018-08-18T17:00:00,267,Chievo,2,0,87,Juventus,0,0,True,True,2018-08-18 18:53:11Z,FT,1.0,True,it,it,63,True,False,False,Italy,Italy,2018-08-18 16:00:00+00:00,2,3,"[{'minute': '3', 'type': 1, 'subType': 1, 'playerName': 'Sami Khedira', 'playerId': 13764, 'participatingPlayerName': 'Giorgio Chiellini', 'participatingPlayerId': 9991, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '38', 'type': 1, 'subType': 1, 'playerName': 'Mariusz Stepinski', 'playerId': 108511, 'participatingPlayerName': 'Emanuele Giaccherini', 'participatingPlayerId': 72296, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '56', 'type': 1, 'subType': 2, 'playerName': 'Emanuele Giaccherini', 'playerId': 72296, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 3}, {'minute': '75', 'type': 1, 'subType': 3, 'playerName': 'Mattia Bani', 'playerId': 122533, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 1, 'period': 3}, {'minute': '93', 'type': 1, 'subType': 1, 'playerName': 'Federico Bernardeschi', 'playerId': 122402, 'participatingPlayerName': 'Alex Sandro', 'participatingPlayerId': 100995, 'runningScore': None, 'field': 1, 'period': 3}]",,,1.0,7,,,,,,2018-08-18T16:02:35Z,,2018-08-18T17:05:34Z,
ITA-Serie A,1819,2018-08-18 Lazio-Napoli,16548,1317511,6,2018-08-18T19:30:00,77,Lazio,0,0,276,Napoli,0,0,True,True,2018-08-18 20:54:10Z,FT,1.0,True,it,it,10,True,False,False,Italy,Italy,2018-08-18 18:30:00+00:00,1,2,"[{'minute': '25', 'type': 1, 'subType': 1, 'playerName': 'Ciro Immobile', 'playerId': 70141, 'participatingPlayerName': 'Francesco Acerbi', 'participatingPlayerId': 54968, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '47', 'type': 1, 'subType': 1, 'playerName': 'Arkadiusz Milik', 'playerId': 104257, 'participatingPlayerName': 'José Callejón', 'participatingPlayerId': 67206, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '59', 'type': 1, 'subType': 1, 'playerName': 'Lorenzo Insigne', 'playerId': 83390, 'participatingPlayerName': 'Allan', 'participatingPlayerId': 82438, 'runningScore': None, 'field': 1, 'period': 3}]",,,1.0,7,,,,,,2018-08-18T18:33:16Z,,2018-08-18T19:39:23Z,
ITA-Serie A,1819,2018-08-19 Bologna-SPAL,16548,1317508,6,2018-08-19T19:30:00,71,Bologna,3,1,1502,SPAL,2,0,True,True,2018-08-19 21:04:03Z,FT,1.0,False,it,it,3,True,False,False,Italy,Italy,2018-08-19 18:30:00+00:00,0,1,"[{'minute': '71', 'type': 1, 'subType': 1, 'playerName': 'Jasmin Kurtic', 'playerId': 90287, 'participatingPlayerName': 'Felipe', 'participatingPlayerId': 9973, 'runningScore': None, 'field': 1, 'period': 3}, {'minute': '89', 'type': 2, 'subType': 2, 'playerName': 'Ádám Nagy', 'playerId': 295362, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 3}]",,,1.0,7,,,,,,2018-08-19T18:36:10Z,,2018-08-19T19:37:51Z,
ITA-Serie A,1819,2018-08-19 Empoli-Cagliari,16548,1317510,6,2018-08-19T19:30:00,272,Empoli,3,0,78,Cagliari,3,0,True,True,2018-08-19 20:45:33Z,FT,0.0,False,it,it,6,True,False,False,Italy,Italy,2018-08-19 18:30:00+00:00,2,0,"[{'minute': '14', 'type': 1, 'subType': 1, 'playerName': 'Rade Krunic', 'playerId': 294163, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '51', 'type': 1, 'subType': 1, 'playerName': 'Francesco Caputo', 'playerId': 67834, 'participatingPlayerName': 'Miha Zajc', 'participatingPlayerId': 120601, 'runningScore': None, 'field': 0, 'period': 3}]",,,0.0,7,,,,,,2018-08-19T18:33:21Z,,2018-08-19T19:38:38Z,
ITA-Serie A,1819,2018-08-19 Parma Calcio 1913-Udinese,16548,1317513,6,2018-08-19T19:30:00,24341,Parma Calcio 1913,2,0,86,Udinese,2,0,True,True,2018-08-19 20:58:53Z,FT,1.0,False,it,it,11,True,False,False,Italy,Italy,2018-08-19 18:30:00+00:00,2,2,"[{'minute': '43', 'type': 1, 'subType': 1, 'playerName': 'Roberto Inglese', 'playerId': 90946, 'participatingPlayerName': 'Antonio Di Gaudio', 'participatingPlayerId': 109067, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '59', 'type': 1, 'subType': 1, 'playerName': 'Antonino Barillà', 'playerId': 14143, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 3}, {'minute': '65', 'type': 1, 'subType': 2, 'playerName': 'Rodrigo De Paul', 'playerId': 125547, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 1, 'period': 3}, {'minute': '69', 'type': 1, 'subType': 1, 'playerName': 'Seko Fofana', 'playerId': 254562, 'participatingPlayerName': 'Kevin Lasagna', 'participatingPlayerId': 294169, 'runningScore': None, 'field': 1, 'period': 3}]",,,,7,,,,,,2018-08-19T18:33:24Z,,2018-08-19T19:35:10Z,
ITA-Serie A,1819,2018-08-19 Sassuolo-Inter,16548,1317514,6,2018-08-19T19:30:00,2889,Sassuolo,3,0,75,Inter,2,0,True,True,2018-08-19 20:01:56Z,FT,0.0,True,it,it,12,True,False,False,Italy,Italy,2018-08-19 18:30:00+00:00,1,0,"[{'minute': '27', 'type': 1, 'subType': 2, 'playerName': 'Domenico Berardi', 'playerId': 118542, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 1}]",,,0.0,7,,,,,,2018-08-19T18:33:08Z,,2018-08-19T19:34:01Z,
ITA-Serie A,1819,2018-08-19 Torino-Roma,16548,1317515,6,2018-08-19T17:00:00,72,Torino,1,0,84,Roma,3,0,True,True,2018-08-19 18:55:49Z,FT,1.0,True,it,it,25,True,False,False,Italy,Italy,2018-08-19 16:00:00+00:00,0,1,"[{'minute': '89', 'type': 1, 'subType': 1, 'playerName': 'Edin Dzeko', 'playerId': 24845, 'participatingPlayerName': 'Justin Kluivert', 'participatingPlayerId': 331579, 'runningScore': None, 'field': 1, 'period': 3}]",,,1.0,7,,,,,,2018-08-19T16:06:25Z,,2018-08-19T17:11:42Z,
ITA-Serie A,1819,2018-08-20 Atalanta-Frosinone,16548,1317507,6,2018-08-20T19:30:00,300,Atalanta,0,0,2732,Frosinone,2,0,True,True,2018-08-20 21:23:41Z,FT,0.0,False,it,it,8,True,False,False,Italy,Italy,2018-08-20 18:30:00+00:00,4,0,"[{'minute': '14', 'type': 1, 'subType': 1, 'playerName': 'Papu Gómez', 'playerId': 22546, 'participatingPlayerName': 'Rafael Tolói', 'participatingPlayerId': 64075, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '48', 'type': 1, 'subType': 1, 'playerName': 'Hans Hateboer', 'playerId': 135890, 'participatingPlayerName': 'Papu Gómez', 'participatingPlayerId': 22546, 'runningScore': None, 'field': 0, 'period': 3}, {'minute': '61', 'type': 1, 'subType': 1, 'playerName': 'Mario Pasalic', 'playerId': 129903, 'participatingPlayerName': 'Papu Gómez', 'participatingPlayerId': 22546, 'runningScore': None, 'field': 0, 'period': 3}, {'minute': '92', 'type': 1, 'subType': 1, 'playerName': 'Papu Gómez', 'playerId': 22546, 'participatingPlayerName': 'Andrea Masiello', 'participatingPlayerId': 14157, 'runningScore': None, 'field': 0, 'period': 3}]",,,0.0,7,,,,,,2018-08-20T18:32:38Z,,2018-08-20T19:36:49Z,
ITA-Serie A,1819,2018-08-25 Juventus-Lazio,16548,1317522,6,2018-08-25T17:00:00,87,Juventus,3,0,77,Lazio,2,0,True,True,2018-08-25 18:35:18Z,FT,0.0,True,it,it,75,True,False,False,Italy,Italy,2018-08-25 16:00:00+00:00,2,0,"[{'minute': '30', 'type': 1, 'subType': 1, 'playerName': 'Miralem Pjanic', 'playerId': 30226, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '75', 'type': 1, 'subType': 1, 'playerName': 'Mario Mandzukic', 'playerId': 24088, 'participatingPlayerName': 'Cristiano Ronaldo', 'participatingPlayerId': 5583, 'runningScore': None, 'field': 0, 'period': 3}]",,,0.0,7,,,,,,2018-08-25T16:02:17Z,,2018-08-25T17:05:28Z,
ITA-Serie A,1819,2018-08-25 Napoli-AC Milan,16548,1317523,6,2018-08-25T19:30:00,276,Napoli,2,0,80,AC Milan,2,0,True,True,2018-08-25 21:12:31Z,FT,0.0,True,it,it,10,True,False,False,Italy,Italy,2018-08-25 18:30:00+00:00,3,2,"[{'minute': '15', 'type': 1, 'subType': 1, 'playerName': 'Giacomo Bonaventura', 'playerId': 40384, 'participatingPlayerName': 'Fabio Borini', 'participatingPlayerId': 80882, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '49', 'type': 1, 'subType': 1, 'playerName': 'Davide Calabria', 'playerId': 260498, 'participatingPlayerName': 'Suso', 'participatingPlayerId': 105591, 'runningScore': None, 'field': 1, 'period': 3}, {'minute': '53', 'type': 1, 'subType': 1, 'playerName': 'Piotr Zielinski', 'playerId': 118169, 'participatingPlayerName': 'José Callejón', 'participatingPlayerId': 67206, 'runningScore': None, 'field': 0, 'period': 3}, {'minute': '67', 'type': 1, 'subType': 1, 'playerName': 'Piotr Zielinski', 'playerId': 118169, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 3}, {'minute': '80', 'type': 1, 'subType': 1, 'playerName': 'Dries Mertens', 'playerId': 23100, 'participatingPlayerName': 'Allan', 'participatingPlayerId': 82438, 'runningScore': None, 'field': 0, 'period': 3}]",,,0.0,7,,,,,,2018-08-25T18:31:24Z,,2018-08-25T19:37:11Z,
