league,season,game,stage_id,game_id,status,start_time,home_team_id,home_team,home_yellow_cards,home_red_cards,away_team_id,away_team,away_yellow_cards,away_red_cards,has_incidents_summary,has_preview,score_changed_at,elapsed,last_scorer,is_top_match,home_team_country_code,away_team_country_code,comment_count,is_lineup_confirmed,is_stream_available,match_is_opta,home_team_country_name,away_team_country_name,date,home_score,away_score,incidents,bets,aggregate_winner_field,winner_field,period,extra_result_field,home_extratime_score,away_extratime_score,home_penalty_score,away_penalty_score,started_at_utc,first_half_ended_at_utc,second_half_started_at_utc,stage
ITA-Serie A,1920,2019-08-24 Fiorentina-Napoli,17835,1415694,6,2019-08-24T19:45:00,73,Fiorentina,2,0,276,Napoli,4,0,True,True,2019-08-24 21:12:22Z,FT,1.0,True,it,it,11,True,False,False,Italy,Italy,2019-08-24 18:45:00+00:00,3,4,"[{'minute': '9', 'type': 1, 'subType': 2, 'playerName': 'Erick Pulgar', 'playerId': 117055, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '38', 'type': 1, 'subType': 1, 'playerName': 'Dries Mertens', 'playerId': 23100, 'participatingPlayerName': 'Lorenzo Insigne', 'participatingPlayerId': 83390, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '42', 'type': 1, 'subType': 2, 'playerName': 'Lorenzo Insigne', 'playerId': 83390, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '51', 'type': 1, 'subType': 1, 'playerName': 'Nikola Milenkovic', 'playerId': 319785, 'participatingPlayerName': 'Erick Pulgar', 'participatingPlayerId': 117055, 'runningScore': None, 'field': 0, 'period': 3}, {'minute': '56', 'type': 1, 'subType': 1, 'playerName': 'José Callejón', 'playerId': 67206, 'participatingPlayerName': 'Lorenzo Insigne', 'participatingPlayerId': 83390, 'runningScore': None, 'field': 1, 'period': 3}, {'minute': '65', 'type': 1, 'subType': 1, 'playerName': 'Kevin-Prince Boateng', 'playerId': 11867, 'participatingPlayerName': 'Gaetano Castrovilli', 'participatingPlayerId': 239016, 'runningScore': None, 'field': 0, 'period': 3}, {'minute': '67', 'type': 1, 'subType': 1, 'playerName': 'Lorenzo Insigne', 'playerId': 83390, 'participatingPlayerName': 'José Callejón', 'participatingPlayerId': 67206, 'runningScore': None, 'field': 1, 'period': 3}]",,,1.0,7,,,,,,2019-08-24T18:46:17Z,,2019-08-24T19:50:16Z,
ITA-Serie A,1920,2019-08-24 Parma Calcio 1913-Juventus,17835,1415697,6,2019-08-24T17:00:00,24341,Parma Calcio 1913,2,0,87,Juventus,3,0,True,True,2019-08-24 17:38:32Z,FT,1.0,True,it,it,39,True,False,False,Italy,Italy,2019-08-24 16:00:00+00:00,0,1,"[{'minute': '21', 'type': 1, 'subType': 1, 'playerName': 'Giorgio Chiellini', 'playerId': 9991, 'participatingPlayerName': 'Alex Sandro', 'participatingPlayerId': 100995, 'runningScore': None, 'field': 1, 'period': 1}]",,,1.0,7,,,,,,2019-08-24T16:02:06Z,,2019-08-24T17:07:20Z,
ITA-Serie A,1920,2019-08-25 Cagliari-Brescia,17835,1415693,6,2019-08-25T19:45:00,78,Cagliari,2,0,144,Brescia,2,0,True,True,2019-08-25 21:08:58Z,FT,0.0,False,it,it,2,True,False,False,Italy,Italy,2019-08-25 18:45:00+00:00,0,1,"[{'minute': '54', 'type': 1, 'subType': 2, 'playerName': 'Alfredo Donnarumma', 'playerId': 75517, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 1, 'period': 3}]",,,1.0,7,,,,,,2019-08-25T18:45:38Z,,2019-08-25T19:51:18Z,
ITA-Serie A,1920,2019-08-25 Roma-Genoa,17835,1415698,6,2019-08-25T19:45:00,84,Roma,3,0,278,Genoa,1,0,True,True,2019-08-25 21:18:13Z,FT,1.0,False,it,it,2,True,False,False,Italy,Italy,2019-08-25 18:45:00+00:00,3,3,"[{'minute': '6', 'type': 1, 'subType': 1, 'playerName': 'Cengiz Ünder', 'playerId': 255071, 'participatingPlayerName': 'Edin Dzeko', 'participatingPlayerId': 24845, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '16', 'type': 1, 'subType': 1, 'playerName': 'Andrea Pinamonti', 'playerId': 317544, 'participatingPlayerName': 'Cristian Romero', 'participatingPlayerId': 323663, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '30', 'type': 1, 'subType': 1, 'playerName': 'Edin Dzeko', 'playerId': 24845, 'participatingPlayerName': 'Bryan Cristante', 'participatingPlayerId': 109149, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '43', 'type': 1, 'subType': 2, 'playerName': 'Domenico Criscito', 'playerId': 13895, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '49', 'type': 1, 'subType': 1, 'playerName': 'Aleksandar Kolarov', 'playerId': 12267, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 3}, {'minute': '70', 'type': 1, 'subType': 1, 'playerName': 'Christian Kouamé', 'playerId': 322217, 'participatingPlayerName': 'Paolo Ghiglione', 'participatingPlayerId': 259931, 'runningScore': None, 'field': 1, 'period': 3}]",,,,7,,,,,,2019-08-25T18:47:48Z,,2019-08-25T19:53:33Z,
ITA-Serie A,1920,2019-08-25 SPAL-Atalanta,17835,1415700,6,2019-08-25T19:45:00,1502,SPAL,2,0,300,Atalanta,1,0,True,True,2019-08-25 21:16:54Z,FT,1.0,False,it,it,6,True,False,False,Italy,Italy,2019-08-25 18:45:00+00:00,2,3,"[{'minute': '6', 'type': 1, 'subType': 1, 'playerName': 'Federico Di Francesco', 'playerId': 128605, 'participatingPlayerName': 'Andrea Petagna', 'participatingPlayerId': 122296, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '26', 'type': 1, 'subType': 1, 'playerName': 'Andrea Petagna', 'playerId': 122296, 'participatingPlayerName': 'Igor Julio', 'participatingPlayerId': 382241, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '34', 'type': 1, 'subType': 1, 'playerName': 'Robin Gosens', 'playerId': 141726, 'participatingPlayerName': 'Hans Hateboer', 'participatingPlayerId': 135890, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '70', 'type': 1, 'subType': 1, 'playerName': 'Luis Muriel', 'playerId': 84190, 'participatingPlayerName': 'Papu Gómez', 'participatingPlayerId': 22546, 'runningScore': None, 'field': 1, 'period': 3}, {'minute': '76', 'type': 1, 'subType': 1, 'playerName': 'Luis Muriel', 'playerId': 84190, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 1, 'period': 3}]",,,1.0,7,,,,,,2019-08-25T18:45:33Z,,2019-08-25T19:46:14Z,
ITA-Serie A,1920,2019-08-25 Sampdoria-Lazio,17835,1415699,6,2019-08-25T19:45:00,271,Sampdoria,2,0,77,Lazio,2,0,True,True,2019-08-25 21:06:50Z,FT,1.0,True,it,it,2,True,False,False,Italy,Italy,2019-08-25 18:45:00+00:00,0,3,"[{'minute': '37', 'type': 1, 'subType': 1, 'playerName': 'Ciro Immobile', 'playerId': 70141, 'participatingPlayerName': 'Luis Alberto', 'participatingPlayerId': 85077, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '56', 'type': 1, 'subType': 1, 'playerName': 'Joaquín Correa', 'playerId': 125378, 'participatingPlayerName': 'Luis Alberto', 'participatingPlayerId': 85077, 'runningScore': None, 'field': 1, 'period': 3}, {'minute': '62', 'type': 1, 'subType': 1, 'playerName': 'Ciro Immobile', 'playerId': 70141, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 1, 'period': 3}]",,,1.0,7,,,,,,2019-08-25T18:45:59Z,,2019-08-25T19:50:18Z,
ITA-Serie A,1920,2019-08-25 Torino-Sassuolo,17835,1415701,6,2019-08-25T19:45:00,72,Torino,4,0,2889,Sassuolo,3,0,True,True,2019-08-25 21:17:22Z,FT,1.0,False,it,it,2,True,False,False,Italy,Italy,2019-08-25 18:45:00+00:00,2,1,"[{'minute': '14', 'type': 1, 'subType': 1, 'playerName': 'Simone Zaza', 'playerId': 71647, 'participatingPlayerName': 'Cristian Ansaldi', 'participatingPlayerId': 23001, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '55', 'type': 1, 'subType': 1, 'playerName': 'Andrea Belotti', 'playerId': 112272, 'participatingPlayerName': 'Sasa Lukic', 'participatingPlayerId': 297395, 'runningScore': None, 'field': 0, 'period': 3}, {'minute': '69', 'type': 1, 'subType': 1, 'playerName': 'Francesco Caputo', 'playerId': 67834, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 1, 'period': 3}]",,,0.0,7,,,,,,2019-08-25T18:48:25Z,,2019-08-25T19:53:44Z,
ITA-Serie A,1920,2019-08-25 Udinese-AC Milan,17835,1415702,6,2019-08-25T17:00:00,86,Udinese,1,0,80,AC Milan,3,0,True,True,2019-08-25 18:35:41Z,FT,0.0,False,it,it,4,True,False,False,Italy,Italy,2019-08-25 16:00:00+00:00,1,0,"[{'minute': '72', 'type': 1, 'subType': 1, 'playerName': 'Rodrigo Becão', 'playerId': 338507, 'participatingPlayerName': 'Rodrigo De Paul', 'participatingPlayerId': 125547, 'runningScore': None, 'field': 0, 'period': 3}]",,,0.0,7,,,,,,2019-08-25T16:03:07Z,,2019-08-25T17:08:56Z,
ITA-Serie A,1920,2019-08-25 Verona-Bologna,17835,1415695,6,2019-08-25T19:45:00,76,Verona,1,1,71,Bologna,3,0,True,True,2019-08-25 20:23:54Z,FT,0.0,False,it,it,3,True,False,False,Italy,Italy,2019-08-25 18:45:00+00:00,1,1,"[{'minute': '13', 'type': 2, 'subType': 3, 'playerName': 'Pawel Dawidowicz', 'playerId': 121577, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '15', 'type': 1, 'subType': 2, 'playerName': 'Nicola Sansone', 'playerId': 83651, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '36', 'type': 1, 'subType': 1, 'playerName': 'Miguel Veloso', 'playerId': 22182, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 1}]",,,,7,,,,,,2019-08-25T18:47:42Z,,2019-08-25T19:51:46Z,
ITA-Serie A,1920,2019-08-26 Inter-Lecce,17835,1415696,6,2019-08-26T19:45:00,75,Inter,1,0,79,Lecce,2,1,True,True,2019-08-26 21:30:44Z,FT,0.0,True,it,it,10,True,False,False,Italy,Italy,2019-08-26 18:45:00+00:00,4,0,"[{'minute': '21', 'type': 1, 'subType': 1, 'playerName': 'Marcelo Brozovic', 'playerId': 87449, 'participatingPlayerName': 'Kwadwo Asamoah', 'participatingPlayerId': 35549, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '24', 'type': 1, 'subType': 1, 'playerName': 'Stefano Sensi', 'playerId': 136306, 'participatingPlayerName': 'Matías Vecino', 'participatingPlayerId': 135625, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '60', 'type': 1, 'subType': 1, 'playerName': 'Romelu Lukaku', 'playerId': 78498, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 3}, {'minute': '76', 'type': 2, 'subType': 3, 'playerName': 'Diego Farias', 'playerId': 67279, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 1, 'period': 3}, {'minute': '84', 'type': 1, 'subType': 1, 'playerName': 'Antonio Candreva', 'playerId': 34112, 'participatingPlayerName': 'Nicolò Barella', 'participatingPlayerId': 148684, 'runningScore': None, 'field': 0, 'period': 3}]",,,0.0,7,,,,,,2019-08-26T18:48:34Z,,2019-08-26T19:51:55Z,
