league,season,game,stage_id,game_id,status,start_time,home_team_id,home_team,home_yellow_cards,home_red_cards,away_team_id,away_team,away_yellow_cards,away_red_cards,has_incidents_summary,has_preview,score_changed_at,elapsed,last_scorer,is_top_match,home_team_country_code,away_team_country_code,comment_count,is_lineup_confirmed,is_stream_available,match_is_opta,home_team_country_name,away_team_country_name,date,home_score,away_score,incidents,bets,aggregate_winner_field,winner_field,period,extra_result_field,home_extratime_score,away_extratime_score,home_penalty_score,away_penalty_score,started_at_utc,first_half_ended_at_utc,second_half_started_at_utc,stage
ITA-Serie A,1718,2017-08-19 Juventus-Cagliari,15404,1225143,6,2017-08-19T17:00:00,87,Juventus,1,0,78,Cagliari,0,0,True,True,2017-08-19 18:26:00Z,FT,0.0,False,it,it,14,True,False,False,Italy,Italy,2017-08-19 16:00:00+00:00,3,0,"[{'minute': '12', 'type': 1, 'subType': 1, 'playerName': 'Mario Mandzukic', 'playerId': 24088, 'participatingPlayerName': 'Stephan Lichtsteiner', 'participatingPlayerId': 15302, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '46', 'type': 1, 'subType': 1, 'playerName': 'Paulo Dybala', 'playerId': 114863, 'participatingPlayerName': 'Miralem Pjanic', 'participatingPlayerId': 30226, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '66', 'type': 1, 'subType': 1, 'playerName': 'Gonzalo Higuaín', 'playerId': 19729, 'participatingPlayerName': 'Alex Sandro', 'participatingPlayerId': 100995, 'runningScore': None, 'field': 0, 'period': 3}]",,,0.0,7,,,,,,2017-08-19T16:02:23Z,,2017-08-19T17:04:29Z,
ITA-Serie A,1718,2017-08-19 Verona-Napoli,15404,1225141,6,2017-08-19T19:45:00,76,Verona,2,0,276,Napoli,2,1,True,True,2017-08-19 21:27:46Z,FT,0.0,False,it,it,3,True,False,False,Italy,Italy,2017-08-19 18:45:00+00:00,1,3,"[{'minute': '32', 'type': 1, 'subType': 3, 'playerName': 'Samuel Souprayen', 'playerId': 80757, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '39', 'type': 1, 'subType': 1, 'playerName': 'Arkadiusz Milik', 'playerId': 104257, 'participatingPlayerName': 'Lorenzo Insigne', 'participatingPlayerId': 83390, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '62', 'type': 1, 'subType': 1, 'playerName': 'Faouzi Ghoulam', 'playerId': 82062, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 1, 'period': 3}, {'minute': '82', 'type': 2, 'subType': 3, 'playerName': 'Elseid Hysaj', 'playerId': 108345, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 1, 'period': 3}, {'minute': '83', 'type': 1, 'subType': 2, 'playerName': 'Giampaolo Pazzini', 'playerId': 9975, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 3}]",,,1.0,7,,,,,,2017-08-19T18:47:06Z,,2017-08-19T19:49:06Z,
ITA-Serie A,1718,2017-08-20 Atalanta-Roma,15404,1225138,6,2017-08-20T17:00:00,300,Atalanta,1,0,84,Roma,2,0,True,True,2017-08-20 17:35:35Z,FT,1.0,True,it,it,15,True,False,False,Italy,Italy,2017-08-20 16:00:00+00:00,0,1,"[{'minute': '31', 'type': 1, 'subType': 1, 'playerName': 'Aleksandar Kolarov', 'playerId': 12267, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 1, 'period': 1}]",,,1.0,7,,,,,,2017-08-20T16:04:09Z,,2017-08-20T17:06:25Z,
ITA-Serie A,1718,2017-08-20 Bologna-Torino,15404,1225139,6,2017-08-20T19:45:00,71,Bologna,2,0,72,Torino,1,0,True,True,2017-08-20 20:22:47Z,FT,1.0,False,it,it,1,True,False,False,Italy,Italy,2017-08-20 18:45:00+00:00,1,1,"[{'minute': '27', 'type': 1, 'subType': 1, 'playerName': 'Federico Di Francesco', 'playerId': 128605, 'participatingPlayerName': 'Simone Verdi', 'participatingPlayerId': 82144, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '33', 'type': 1, 'subType': 1, 'playerName': 'Adem Ljajic', 'playerId': 68034, 'participatingPlayerName': 'Joel Obi', 'participatingPlayerId': 67432, 'runningScore': None, 'field': 1, 'period': 1}]",,,,7,,,,,,2017-08-20T18:48:49Z,,2017-08-20T19:51:48Z,
ITA-Serie A,1718,2017-08-20 Crotone-AC Milan,15404,1225140,6,2017-08-20T19:45:00,779,Crotone,1,1,80,AC Milan,3,0,True,True,2017-08-20 20:11:30Z,FT,1.0,False,it,it,9,True,False,False,Italy,Italy,2017-08-20 18:45:00+00:00,0,3,"[{'minute': '5', 'type': 2, 'subType': 3, 'playerName': 'Federico Ceccherini', 'playerId': 97203, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '6', 'type': 1, 'subType': 2, 'playerName': 'Franck Kessie', 'playerId': 277269, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '18', 'type': 1, 'subType': 1, 'playerName': 'Patrick Cutrone', 'playerId': 329681, 'participatingPlayerName': 'Suso', 'participatingPlayerId': 105591, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '23', 'type': 1, 'subType': 1, 'playerName': 'Suso', 'playerId': 105591, 'participatingPlayerName': 'Patrick Cutrone', 'participatingPlayerId': 329681, 'runningScore': None, 'field': 1, 'period': 1}]",,,1.0,7,,,,,,2017-08-20T18:47:27Z,,2017-08-20T19:52:03Z,
ITA-Serie A,1718,2017-08-20 Inter-Fiorentina,15404,1225142,6,2017-08-20T19:45:00,75,Inter,0,0,73,Fiorentina,1,0,True,True,2017-08-20 21:27:52Z,FT,0.0,True,it,it,7,True,False,False,Italy,Italy,2017-08-20 18:45:00+00:00,3,0,"[{'minute': '6', 'type': 1, 'subType': 2, 'playerName': 'Mauro Icardi', 'playerId': 106964, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '15', 'type': 1, 'subType': 1, 'playerName': 'Mauro Icardi', 'playerId': 106964, 'participatingPlayerName': 'Ivan Perisic', 'participatingPlayerId': 70524, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '79', 'type': 1, 'subType': 1, 'playerName': 'Ivan Perisic', 'playerId': 70524, 'participatingPlayerName': 'João Mário', 'participatingPlayerId': 125476, 'runningScore': None, 'field': 0, 'period': 3}]",,,0.0,7,,,,,,2017-08-20T18:48:33Z,,2017-08-20T19:53:13Z,
ITA-Serie A,1718,2017-08-20 Lazio-SPAL,15404,1225144,6,2017-08-20T19:45:00,77,Lazio,2,0,1502,SPAL,2,0,False,True,,FT,,False,it,it,1,True,False,False,Italy,Italy,2017-08-20 18:45:00+00:00,0,0,[],,,,7,,,,,,2017-08-20T18:48:05Z,,2017-08-20T19:52:07Z,
ITA-Serie A,1718,2017-08-20 Sampdoria-Benevento,15404,1225145,6,2017-08-20T19:45:00,271,Sampdoria,1,0,1503,Benevento,2,0,True,True,2017-08-20 20:59:30Z,FT,0.0,False,it,it,1,True,False,False,Italy,Italy,2017-08-20 18:45:00+00:00,2,1,"[{'minute': '15', 'type': 1, 'subType': 1, 'playerName': 'Amato Ciciretti', 'playerId': 122627, 'participatingPlayerName': 'Danilo Cataldi', 'participatingPlayerId': 118147, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '38', 'type': 1, 'subType': 1, 'playerName': 'Fabio Quagliarella', 'playerId': 9730, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '54', 'type': 1, 'subType': 1, 'playerName': 'Fabio Quagliarella', 'playerId': 9730, 'participatingPlayerName': 'Gastón Ramírez', 'participatingPlayerId': 82923, 'runningScore': None, 'field': 0, 'period': 3}]",,,0.0,7,,,,,,2017-08-20T18:49:12Z,,2017-08-20T19:49:45Z,
ITA-Serie A,1718,2017-08-20 Sassuolo-Genoa,15404,1225146,6,2017-08-20T19:45:00,2889,Sassuolo,2,0,278,Genoa,3,0,False,True,,FT,,False,it,it,2,True,False,False,Italy,Italy,2017-08-20 18:45:00+00:00,0,0,[],,,,7,,,,,,2017-08-20T18:49:28Z,,2017-08-20T19:51:11Z,
ITA-Serie A,1718,2017-08-20 Udinese-Chievo,15404,1225147,6,2017-08-20T19:45:00,86,Udinese,2,0,267,Chievo,2,0,True,True,2017-08-20 20:58:03Z,FT,1.0,False,it,it,2,True,False,False,Italy,Italy,2017-08-20 18:45:00+00:00,1,2,"[{'minute': '15', 'type': 1, 'subType': 1, 'playerName': 'Roberto Inglese', 'playerId': 90946, 'participatingPlayerName': 'Valter Birsa', 'participatingPlayerId': 12032, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '37', 'type': 1, 'subType': 1, 'playerName': 'Cyril Théréau', 'playerId': 13154, 'participatingPlayerName': 'Rodrigo De Paul', 'participatingPlayerId': 125547, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '54', 'type': 1, 'subType': 1, 'playerName': 'Valter Birsa', 'playerId': 12032, 'participatingPlayerName': 'Lucas Castro', 'participatingPlayerId': 71584, 'runningScore': None, 'field': 1, 'period': 3}]",,,1.0,7,,,,,,2017-08-20T18:47:23Z,,2017-08-20T19:48:23Z,
