league,season,game,league_id,season_id,game_id,date,home_team_id,away_team_id,home_team,away_team,away_team_code,home_team_code,away_points,away_expected_points,away_goals,away_xg,away_np_xg,away_np_xg_difference,away_ppda,away_deep_completions,home_points,home_expected_points,home_goals,home_xg,home_np_xg,home_np_xg_difference,home_ppda,home_deep_completions
ITA-Serie A,1617,2017-05-28 Roma-Genoa,2,2016,3714,2017-05-28 17:00:00,95,101,Roma,Genoa,GEN,ROM,0,0.2485,2,1.55082,1.55082,-2.21697,28.923076923076923,4,3,2.6532999999999998,3,3.76779,3.76779,2.21697,10.866666666666667,21
ITA-Serie A,1617,2017-05-28 Sampdoria-Napoli,2,2016,3718,2017-05-28 17:00:00,102,105,Sampdoria,Napoli,NAP,SAM,3,1.8460999999999999,4,1.84052,1.84052,0.6448099999999999,6.4375,12,0,0.8936,2,1.19571,1.19571,-0.6448099999999999,17.48148148148148,6
ITA-Serie A,1617,2017-05-28 Torino-Sassuolo,2,2016,3720,2017-05-28 19:45:00,113,104,Torino,Sassuolo,SAS,TOR,0,1.9766,3,3.45582,2.69452,0.15127999999999986,7.6521739130434785,11,3,0.8405,5,2.54324,2.54324,-0.15127999999999986,13.157894736842104,11
ITA-Serie A,1718,2017-08-19 Juventus-Cagliari,2,2017,7499,2017-08-19 17:00:00,98,116,Juventus,Cagliari,CAG,JUV,0,1.5366,0,1.39829,0.636992,-0.634558,16.653846153846153,5,3,1.1655,3,1.27155,1.27155,0.634558,9.958333333333334,9
ITA-Serie A,1718,2017-08-19 Verona-Napoli,2,2017,7500,2017-08-19 19:45:00,94,105,Verona,Napoli,NAP,VER,3,2.234,3,2.62234,2.62234,1.9883549999999999,10.0,13,0,0.5726,1,1.39528,0.633985,-1.9883549999999999,31.583333333333332,4
ITA-Serie A,1718,2017-08-20 Atalanta-Roma,2,2017,7501,2017-08-20 17:00:00,107,95,Atalanta,Roma,ROM,ATA,3,0.3911,1,0.362356,0.362356,-1.1208839999999998,9.26923076923077,5,0,2.3909000000000002,0,1.48324,1.48324,1.1208839999999998,5.827586206896552,4
ITA-Serie A,1718,2017-08-20 Bologna-Torino,2,2017,7502,2017-08-20 19:45:00,97,113,Bologna,Torino,TOR,BOL,1,0.9896,1,0.314472,0.314472,-0.25395500000000004,10.15,4,1,1.5245,1,0.568427,0.568427,0.25395500000000004,15.0,6
ITA-Serie A,1718,2017-08-20 Crotone-AC Milan,2,2017,7508,2017-08-20 19:45:00,115,111,Crotone,AC Milan,MIL,CRO,3,2.6848,3,2.0921,1.3308,1.027933,4.222222222222222,18,0,0.1951,0,0.302867,0.302867,-1.027933,38.18181818181818,3
ITA-Serie A,1718,2017-08-20 Inter-Fiorentina,2,2017,7503,2017-08-20 19:45:00,106,110,Inter,Fiorentina,FIO,INT,0,0.1243,0,0.411971,0.411971,-1.5412690000000002,13.4,3,3,2.8068999999999997,3,2.71454,1.95324,1.5412690000000002,18.4375,12
ITA-Serie A,1718,2017-08-20 Lazio-SPAL 2013,2,2017,7504,2017-08-20 19:45:00,96,221,Lazio,SPAL 2013,SPL,LAZ,1,1.1805,0,0.625722,0.625722,-0.132204,22.818181818181817,2,1,1.4277,0,0.757926,0.757926,0.132204,6.923076923076923,6
ITA-Serie A,1718,2017-08-20 Sampdoria-Benevento,2,2017,7505,2017-08-20 19:45:00,102,222,Sampdoria,Benevento,BEN,SAM,0,0.2611,1,1.05409,1.05409,-1.7916400000000001,18.272727272727273,3,3,2.6209000000000002,2,2.84573,2.84573,1.7916400000000001,6.6,11
ITA-Serie A,1718,2017-08-20 Sassuolo-Genoa,2,2017,7506,2017-08-20 19:45:00,104,101,Sassuolo,Genoa,GEN,SAS,1,1.8822999999999999,0,0.973373,0.973373,0.524537,9.608695652173912,11,1,0.772,0,0.448836,0.448836,-0.524537,16.928571428571427,5
ITA-Serie A,1718,2017-08-20 Udinese-Chievo,2,2017,7507,2017-08-20 19:45:00,99,109,Udinese,Chievo,CHI,UDI,3,0.9943,2,0.422866,0.422866,-0.30268599999999996,13.85,4,0,1.5871000000000002,1,0.725552,0.725552,0.30268599999999996,12.3,4
ITA-Serie A,1718,2017-08-26 Benevento-Bologna,2,2017,7515,2017-08-26 17:00:00,222,97,Benevento,Bologna,BOL,BEN,3,2.2220999999999997,1,1.79492,1.79492,0.9963320000000001,11.578947368421053,1,0,0.5646,0,0.798588,0.798588,-0.9963320000000001,9.0,11
ITA-Serie A,1718,2017-08-26 Genoa-Juventus,2,2017,7509,2017-08-26 17:00:00,101,98,Genoa,Juventus,JUV,GEN,3,2.0723000000000003,4,2.13228,1.37098,0.9190470000000002,16.933333333333334,9,0,0.6806,2,1.21323,0.451933,-0.9190470000000002,25.88235294117647,8
ITA-Serie A,1718,2017-08-26 Roma-Inter,2,2017,7510,2017-08-26 19:45:00,95,106,Roma,Inter,INT,ROM,3,2.2128,3,2.45224,2.45224,1.1121500000000002,14.0,10,0,0.5874,1,1.34009,1.34009,-1.1121500000000002,12.454545454545455,10
ITA-Serie A,1718,2017-08-27 AC Milan-Cagliari,2,2017,7513,2017-08-27 19:45:00,111,116,AC Milan,Cagliari,CAG,MIL,0,0.5979,1,0.559323,0.559323,-0.861817,10.545454545454545,8,3,2.1486,2,1.42114,1.42114,0.861817,9.851851851851851,2
ITA-Serie A,1718,2017-08-27 Chievo-Lazio,2,2017,7516,2017-08-27 19:45:00,109,96,Chievo,Lazio,LAZ,CHI,3,1.8941,2,1.36642,1.36642,0.594326,13.789473684210526,7,0,0.8189,1,0.772094,0.772094,-0.594326,10.26923076923077,10
ITA-Serie A,1718,2017-08-27 Crotone-Verona,2,2017,7517,2017-08-27 19:45:00,115,94,Crotone,Verona,VER,CRO,1,0.7506999999999999,0,0.227079,0.227079,-0.521251,8.666666666666666,3,1,1.8067000000000002,0,0.74833,0.74833,0.521251,10.928571428571429,5
ITA-Serie A,1718,2017-08-27 Fiorentina-Sampdoria,2,2017,7518,2017-08-27 19:45:00,110,102,Fiorentina,Sampdoria,SAM,FIO,3,1.6279,2,2.14547,1.38417,-0.4767100000000002,14.722222222222221,4,0,1.1176,1,1.86088,1.86088,0.4767100000000002,7.074074074074074,11
ITA-Serie A,1718,2017-08-27 Napoli-Atalanta,2,2017,7514,2017-08-27 19:45:00,105,107,Napoli,Atalanta,ATA,NAP,0,0.8482999999999999,1,0.633447,0.633447,-0.520153,10.666666666666666,3,3,1.838,3,1.1536,1.1536,0.520153,7.3125,10
ITA-Serie A,1718,2017-08-27 SPAL 2013-Udinese,2,2017,7512,2017-08-27 19:45:00,221,99,SPAL 2013,Udinese,UDI,SPL,0,0.8955,2,1.11091,0.34961,-1.29003,10.869565217391305,3,3,1.7997,3,1.63964,1.63964,1.29003,12.65,6
ITA-Serie A,1718,2017-08-27 Torino-Sassuolo,2,2017,7511,2017-08-27 17:00:00,113,104,Torino,Sassuolo,SAS,TOR,0,0.987,0,0.823815,0.823815,-0.419975,8.210526315789474,3,3,1.7145,3,1.24379,1.24379,0.419975,9.61111111111111,4
ITA-Serie A,1718,2017-09-09 Juventus-Chievo,2,2017,7525,2017-09-09 17:00:00,98,109,Juventus,Chievo,CHI,JUV,0,1.0692,0,0.910665,0.910665,-0.34091499999999997,12.607142857142858,6,3,1.6181999999999999,3,1.25158,1.25158,0.34091499999999997,8.24,7
ITA-Serie A,1718,2017-09-10 Atalanta-Sassuolo,2,2017,7519,2017-09-10 14:00:00,107,104,Atalanta,Sassuolo,SAS,ATA,0,1.9264999999999999,1,1.28796,1.28796,0.673357,6.033333333333333,9,3,0.7814,2,0.614603,0.614603,-0.673357,7.88,9
ITA-Serie A,1718,2017-09-10 Benevento-Torino,2,2017,7520,2017-09-10 17:00:00,222,113,Benevento,Torino,TOR,BEN,3,1.1712,1,0.999531,0.999531,-0.20099900000000015,5.75,10,0,1.5228000000000002,0,1.20053,1.20053,0.20099900000000015,11.92,4
ITA-Serie A,1718,2017-09-10 Bologna-Napoli,2,2017,7521,2017-09-10 19:45:00,97,105,Bologna,Napoli,NAP,BOL,3,2.5359,3,1.64648,1.64648,1.403947,6.947368421052632,10,0,0.29100000000000004,0,0.242533,0.242533,-1.403947,24.473684210526315,1
ITA-Serie A,1718,2017-09-10 Cagliari-Crotone,2,2017,7522,2017-09-10 14:00:00,116,115,Cagliari,Crotone,CRO,CAG,0,0.5397,0,0.316314,0.316314,-0.9125460000000001,10.178571428571429,3,3,2.1768,1,1.22886,1.22886,0.9125460000000001,5.758620689655173,9
ITA-Serie A,1718,2017-09-10 Inter-SPAL 2013,2,2017,7524,2017-09-10 11:30:00,106,221,Inter,SPAL 2013,SPL,INT,0,0.22870000000000001,0,0.375089,0.375089,-0.944091,27.25,4,3,2.6395,2,2.08048,1.31918,0.944091,9.592592592592593,10
ITA-Serie A,1718,2017-09-10 Lazio-AC Milan,2,2017,7526,2017-09-10 15:00:00,96,111,Lazio,AC Milan,MIL,LAZ,0,0.5742,1,1.20558,1.20558,-0.39266999999999985,13.5,6,3,2.2293,4,2.35955,1.59825,0.39266999999999985,16.0,10
ITA-Serie A,1718,2017-09-10 Udinese-Genoa,2,2017,7528,2017-09-10 14:00:00,99,101,Udinese,Genoa,GEN,UDI,0,0.5482,0,0.52818,0.52818,-0.95796,8.0,6,3,2.2138,1,1.48614,1.48614,0.95796,16.9,2
ITA-Serie A,1718,2017-09-10 Verona-Fiorentina,2,2017,7523,2017-09-10 14:00:00,94,110,Verona,Fiorentina,FIO,VER,3,2.5999,5,2.89134,2.13004,1.1762540000000001,12.45,4,0,0.28059999999999996,0,0.953786,0.953786,-1.1762540000000001,17.428571428571427,5
ITA-Serie A,1718,2017-09-16 Crotone-Inter,2,2017,7530,2017-09-16 14:00:00,115,106,Crotone,Inter,INT,CRO,3,1.0803,2,0.736631,0.736631,-0.2755989999999999,7.466666666666667,7,0,1.5585,0,1.01223,1.01223,0.2755989999999999,17.857142857142858,1
ITA-Serie A,1718,2017-09-16 Fiorentina-Bologna,2,2017,7531,2017-09-16 17:00:00,110,97,Fiorentina,Bologna,BOL,FIO,0,0.9705,1,0.305501,0.305501,-0.274945,20.714285714285715,4,3,1.5434999999999999,2,0.580446,0.580446,0.274945,5.390243902439025,3
ITA-Serie A,1718,2017-09-16 Roma-Verona,2,2017,7535,2017-09-16 19:45:00,95,94,Roma,Verona,VER,ROM,0,0.031599999999999996,0,0.197492,0.197492,-3.474748,25.571428571428573,2,3,2.9469999999999996,3,3.67224,3.67224,3.474748,11.473684210526315,15
ITA-Serie A,1718,2017-09-17 AC Milan-Udinese,2,2017,7533,2017-09-17 14:00:00,111,99,AC Milan,Udinese,UDI,MIL,0,0.0656,1,0.221787,0.221787,-2.554653,17.736842105263158,1,3,2.8870999999999998,2,2.77644,2.77644,2.554653,10.125,11
ITA-Serie A,1718,2017-09-17 Chievo-Atalanta,2,2017,7529,2017-09-17 17:00:00,109,107,Chievo,Atalanta,ATA,CHI,1,1.6833,1,1.61081,0.849513,-0.3809370000000001,8.0,10,1,1.0266,1,1.23045,1.23045,0.3809370000000001,15.307692307692308,3
ITA-Serie A,1718,2017-09-17 Genoa-Lazio,2,2017,7532,2017-09-17 19:45:00,101,96,Genoa,Lazio,LAZ,GEN,3,2.8714999999999997,3,3.11315,3.11315,2.564524,11.166666666666666,8,0,0.0785,2,0.548626,0.548626,-2.564524,11.517241379310345,3
ITA-Serie A,1718,2017-09-17 Napoli-Benevento,2,2017,7534,2017-09-17 14:00:00,105,222,Napoli,Benevento,BEN,NAP,0,0.0018,0,0.211585,0.211585,-3.7265550000000003,81.28571428571429,1,3,2.9964,6,5.46073,3.93814,3.7265550000000003,7.903225806451613,13
ITA-Serie A,1718,2017-09-17 SPAL 2013-Cagliari,2,2017,7537,2017-09-17 14:00:00,221,116,SPAL 2013,Cagliari,CAG,SPL,3,1.8298,2,1.09462,1.09462,0.5428839999999999,9.416666666666666,7,0,0.8428000000000001,0,0.551736,0.551736,-0.5428839999999999,11.666666666666666,9
ITA-Serie A,1718,2017-09-17 Sassuolo-Juventus,2,2017,7536,2017-09-17 11:30:00,104,98,Sassuolo,Juventus,JUV,SAS,3,0.6887000000000001,3,1.07552,1.07552,-0.79931,9.45,6,0,2.0804,1,1.87483,1.87483,0.79931,12.857142857142858,4
ITA-Serie A,1718,2017-09-17 Torino-Sampdoria,2,2017,7538,2017-09-17 14:00:00,113,102,Torino,Sampdoria,SAM,TOR,1,0.97,2,0.910733,0.910733,-0.41692700000000005,7.5,2,1,1.7179000000000002,2,1.32766,1.32766,0.41692700000000005,14.61111111111111,8
ITA-Serie A,1718,2017-09-19 Bologna-Inter,2,2017,7541,2017-09-19 19:45:00,97,106,Bologna,Inter,INT,BOL,1,1.5416,1,1.06724,0.305937,-0.584651,10.454545454545455,5,1,1.1078000000000001,1,0.890588,0.890588,0.584651,13.363636363636363,2
ITA-Serie A,1718,2017-09-20 AC Milan-SPAL 2013,2,2017,7547,2017-09-20 19:45:00,111,221,AC Milan,SPAL 2013,SPL,MIL,0,0.08109999999999999,0,0.158147,0.158147,-0.45424,20.933333333333334,1,3,2.8561000000000005,2,2.13498,0.612387,0.45424,6.617647058823529,3
ITA-Serie A,1718,2017-09-20 Atalanta-Crotone,2,2017,7539,2017-09-20 19:45:00,107,115,Atalanta,Crotone,CRO,ATA,0,0.0865,1,0.333622,0.333622,-1.690668,18.26086956521739,5,3,2.8558,5,2.78559,2.02429,1.690668,13.476190476190476,6
ITA-Serie A,1718,2017-09-20 Benevento-Roma,2,2017,7540,2017-09-20 17:00:00,222,95,Benevento,Roma,ROM,BEN,3,2.4952,4,2.23834,2.23834,1.520733,6.083333333333333,10,0,0.35019999999999996,0,0.717607,0.717607,-1.520733,19.444444444444443,5
ITA-Serie A,1718,2017-09-20 Cagliari-Sassuolo,2,2017,7542,2017-09-20 19:45:00,116,104,Cagliari,Sassuolo,SAS,CAG,3,1.6687999999999998,1,2.62921,1.10661,-1.1521299999999999,9.37037037037037,3,0,1.1065999999999998,0,2.25874,2.25874,1.1521299999999999,5.848484848484849,8
ITA-Serie A,1718,2017-09-20 Genoa-Chievo,2,2017,7543,2017-09-20 19:45:00,101,109,Genoa,Chievo,CHI,GEN,1,1.9822000000000002,1,1.29546,1.29546,0.7288880000000001,20.53846153846154,6,1,0.7345,1,0.566572,0.566572,-0.7288880000000001,11.476190476190476,7
ITA-Serie A,1718,2017-09-20 Juventus-Fiorentina,2,2017,7545,2017-09-20 19:45:00,98,110,Juventus,Fiorentina,FIO,JUV,0,0.8535,0,0.503787,0.503787,-0.506243,14.461538461538462,3,3,1.7979,1,1.01003,1.01003,0.506243,12.210526315789474,4
ITA-Serie A,1718,2017-09-20 Lazio-Napoli,2,2017,7546,2017-09-20 19:45:00,96,105,Lazio,Napoli,NAP,LAZ,3,2.8857,4,2.65015,1.88886,1.606642,9.058823529411764,8,0,0.0657,1,0.282218,0.282218,-1.606642,46.90909090909091,3
ITA-Serie A,1718,2017-09-20 Udinese-Torino,2,2017,7548,2017-09-20 19:45:00,99,113,Udinese,Torino,TOR,UDI,3,0.6817,3,1.48506,1.48506,-0.28037999999999985,11.421052631578947,5,0,2.1226,2,2.52674,1.76544,0.28037999999999985,9.384615384615385,9
ITA-Serie A,1718,2017-09-20 Verona-Sampdoria,2,2017,7544,2017-09-20 19:45:00,94,102,Verona,Sampdoria,SAM,VER,1,1.8089999999999997,0,1.58432,1.58432,0.594806,8.333333333333334,8,1,0.9225000000000001,0,0.989514,0.989514,-0.594806,13.074074074074074,2
ITA-Serie A,1718,2017-09-23 Juventus-Torino,2,2017,7554,2017-09-23 19:45:00,98,113,Juventus,Torino,TOR,JUV,0,0.0755,0,0.205593,0.205593,-2.581727,18.782608695652176,2,3,2.8724,4,2.78732,2.78732,2.581727,6.0,10
ITA-Serie A,1718,2017-09-23 Roma-Udinese,2,2017,7555,2017-09-23 14:00:00,95,99,Roma,Udinese,UDI,ROM,0,0.396,1,1.28539,1.28539,-0.9388199999999998,25.53846153846154,4,3,2.4606,3,2.98551,2.22421,0.9388199999999998,11.210526315789474,5
ITA-Serie A,1718,2017-09-23 SPAL 2013-Napoli,2,2017,7558,2017-09-23 17:00:00,221,105,SPAL 2013,Napoli,NAP,SPL,3,2.6061,3,1.90566,1.90566,1.6421949999999998,11.961538461538462,8,0,0.2442,2,0.263465,0.263465,-1.6421949999999998,21.571428571428573,2
ITA-Serie A,1718,2017-09-24 Cagliari-Chievo,2,2017,7549,2017-09-24 14:00:00,116,109,Cagliari,Chievo,CHI,CAG,3,1.6793,2,1.41724,1.41724,0.40097000000000005,7.4,12,0,1.0364,0,1.01627,1.01627,-0.40097000000000005,5.689655172413793,7
ITA-Serie A,1718,2017-09-24 Crotone-Benevento,2,2017,7550,2017-09-24 14:00:00,115,222,Crotone,Benevento,BEN,CRO,0,1.7546999999999997,0,1.97551,1.21421,-0.27074,9.45,3,3,0.9921,2,1.48495,1.48495,0.27074,7.225806451612903,4
ITA-Serie A,1718,2017-09-24 Fiorentina-Atalanta,2,2017,7551,2017-09-24 19:45:00,110,107,Fiorentina,Atalanta,ATA,FIO,1,2.806,1,2.53446,1.77317,1.4269429999999999,6.0,5,1,0.1183,1,0.346227,0.346227,-1.4269429999999999,9.518518518518519,6
ITA-Serie A,1718,2017-09-24 Inter-Genoa,2,2017,7553,2017-09-24 14:00:00,106,101,Inter,Genoa,GEN,INT,0,1.544,0,0.829654,0.829654,0.21537300000000004,23.733333333333334,1,3,1.0811,1,0.614281,0.614281,-0.21537300000000004,8.869565217391305,6
ITA-Serie A,1718,2017-09-24 Sampdoria-AC Milan,2,2017,7556,2017-09-24 11:30:00,102,111,Sampdoria,AC Milan,MIL,SAM,0,0.2511,0,0.270138,0.270138,-1.462522,9.636363636363637,4,3,2.595,2,1.73266,1.73266,1.462522,13.19047619047619,3
ITA-Serie A,1718,2017-09-24 Sassuolo-Bologna,2,2017,7557,2017-09-24 17:00:00,104,97,Sassuolo,Bologna,BOL,SAS,3,2.5823,1,1.81659,1.81659,1.4572559999999999,10.12,7,0,0.2693,0,0.359334,0.359334,-1.4572559999999999,10.692307692307692,2
ITA-Serie A,1718,2017-09-24 Verona-Lazio,2,2017,7552,2017-09-24 14:00:00,94,96,Verona,Lazio,LAZ,VER,3,2.7046,3,2.15974,1.39844,1.0485829999999998,10.695652173913043,8,0,0.1861,0,0.349857,0.349857,-1.0485829999999998,11.34375,6
ITA-Serie A,1718,2017-09-30 Genoa-Bologna,2,2017,7562,2017-09-30 19:45:00,101,97,Genoa,Bologna,BOL,GEN,3,0.8208,1,0.869953,0.869953,-0.6393470000000001,16.615384615384617,3,0,1.8933000000000002,0,1.5093,1.5093,0.6393470000000001,10.944444444444445,6
ITA-Serie A,1718,2017-09-30 Udinese-Sampdoria,2,2017,7568,2017-09-30 17:00:00,99,102,Udinese,Sampdoria,SAM,UDI,0,0.0383,0,0.521379,0.521379,-0.824651,12.882352941176471,10,3,2.9363,4,3.62989,1.34603,0.824651,24.733333333333334,7
ITA-Serie A,1718,2017-10-01 AC Milan-Roma,2,2017,7564,2017-10-01 17:00:00,111,95,AC Milan,Roma,ROM,MIL,3,1.7030999999999998,2,1.18948,1.18948,0.4078410000000001,15.071428571428571,6,0,0.9885,0,0.781639,0.781639,-0.4078410000000001,13.333333333333334,6
ITA-Serie A,1718,2017-10-01 Atalanta-Juventus,2,2017,7559,2017-10-01 19:45:00,107,98,Atalanta,Juventus,JUV,ATA,1,2.6132999999999997,2,3.15377,2.39247,1.0325799999999998,6.323529411764706,4,1,0.2622,2,1.35989,1.35989,-1.0325799999999998,9.714285714285714,1
ITA-Serie A,1718,2017-10-01 Benevento-Inter,2,2017,7560,2017-10-01 14:00:00,222,106,Benevento,Inter,INT,BEN,3,1.8401000000000003,2,1.95792,1.95792,0.66968,11.3,11,0,0.9188,1,1.28824,1.28824,-0.66968,20.6875,2
ITA-Serie A,1718,2017-10-01 Chievo-Fiorentina,2,2017,7561,2017-10-01 14:00:00,109,110,Chievo,Fiorentina,FIO,CHI,0,1.5781,1,1.44549,1.44549,0.30245999999999995,10.947368421052632,6,3,1.1521,2,1.14303,1.14303,-0.30245999999999995,22.53846153846154,3
ITA-Serie A,1718,2017-10-01 Lazio-Sassuolo,2,2017,7563,2017-10-01 14:00:00,96,104,Lazio,Sassuolo,SAS,LAZ,0,0.2202,1,1.72059,0.959287,-2.3606429999999996,22.46153846153846,4,3,2.6829,6,4.08123,3.31993,2.3606429999999996,11.541666666666666,8
ITA-Serie A,1718,2017-10-01 Napoli-Cagliari,2,2017,7565,2017-10-01 11:30:00,105,116,Napoli,Cagliari,CAG,NAP,0,0.0414,0,0.10693,0.10693,-2.1058399999999997,58.333333333333336,1,3,2.9282999999999997,3,2.97407,2.21277,2.1058399999999997,11.894736842105264,15
ITA-Serie A,1718,2017-10-01 SPAL 2013-Crotone,2,2017,7566,2017-10-01 14:00:00,221,115,SPAL 2013,Crotone,CRO,SPL,1,0.11080000000000001,1,0.539744,0.539744,-1.973816,12.083333333333334,4,1,2.8246,1,2.51356,2.51356,1.973816,5.576923076923077,11
ITA-Serie A,1718,2017-10-01 Torino-Verona,2,2017,7567,2017-10-01 14:00:00,113,94,Torino,Verona,VER,TOR,1,2.5026,2,3.21572,2.45442,0.8896199999999999,8.514285714285714,6,1,0.3621,2,1.5648,1.5648,-0.8896199999999999,8.2,13
ITA-Serie A,1718,2017-10-14 Juventus-Lazio,2,2017,7575,2017-10-14 17:00:00,98,96,Juventus,Lazio,LAZ,JUV,3,0.8592,2,1.68134,0.920043,-0.646457,14.5,4,0,1.8852,1,2.32779,1.5665,0.646457,8.96551724137931,8
ITA-Serie A,1718,2017-10-14 Roma-Napoli,2,2017,7576,2017-10-14 19:45:00,95,105,Roma,Napoli,NAP,ROM,3,2.3188999999999997,1,1.49475,1.49475,1.163617,15.818181818181818,6,0,0.44989999999999997,0,0.331133,0.331133,-1.163617,15.642857142857142,3
ITA-Serie A,1718,2017-10-15 Bologna-SPAL 2013,2,2017,7569,2017-10-15 14:00:00,97,221,Bologna,SPAL 2013,SPL,BOL,0,0.2117,1,0.382431,0.382431,-1.549439,9.375,3,3,2.6584999999999996,2,1.93187,1.93187,1.549439,9.73076923076923,6
ITA-Serie A,1718,2017-10-15 Cagliari-Genoa,2,2017,7570,2017-10-15 14:00:00,116,101,Cagliari,Genoa,GEN,CAG,3,1.9180000000000001,3,1.97903,1.97903,1.500933,16.88235294117647,10,0,0.8266,2,1.2394,0.478097,-1.500933,10.75,2
ITA-Serie A,1718,2017-10-15 Crotone-Torino,2,2017,7571,2017-10-15 14:00:00,115,113,Crotone,Torino,TOR,CRO,1,2.5812,2,2.00671,2.00671,1.617661,5.041666666666667,10,1,0.2745,2,0.389049,0.389049,-1.617661,13.173913043478262,5
ITA-Serie A,1718,2017-10-15 Fiorentina-Udinese,2,2017,7572,2017-10-15 11:30:00,110,99,Fiorentina,Udinese,UDI,FIO,0,0.0839,1,0.333391,0.333391,-2.449859,13.137931034482758,4,3,2.8592000000000004,2,2.78325,2.78325,2.449859,8.826086956521738,8
ITA-Serie A,1718,2017-10-15 Inter-AC Milan,2,2017,7574,2017-10-15 19:45:00,106,111,Inter,AC Milan,MIL,INT,0,0.4159,2,0.839877,0.839877,-0.6439630000000001,10.588235294117647,6,3,2.4154,3,2.24514,1.48384,0.6439630000000001,10.84,4
ITA-Serie A,1718,2017-10-15 Sampdoria-Atalanta,2,2017,7577,2017-10-15 14:00:00,102,107,Sampdoria,Atalanta,ATA,SAM,0,2.3495,1,3.12444,3.12444,1.60282,10.16,18,3,0.4871,3,1.52162,1.52162,-1.60282,10.5,7
ITA-Serie A,1718,2017-10-15 Sassuolo-Chievo,2,2017,7578,2017-10-15 14:00:00,104,109,Sassuolo,Chievo,CHI,SAS,1,0.458,0,0.511616,0.511616,-1.1837940000000002,11.157894736842104,5,1,2.3309,0,1.69541,1.69541,1.1837940000000002,12.055555555555555,2
ITA-Serie A,1718,2017-10-16 Verona-Benevento,2,2017,7573,2017-10-16 19:45:00,94,222,Verona,Benevento,BEN,VER,0,0.46299999999999997,0,0.262024,0.262024,-0.969986,13.65,3,3,2.2716999999999996,1,1.23201,1.23201,0.969986,7.633333333333334,3
ITA-Serie A,1718,2017-10-21 Napoli-Inter,2,2017,7584,2017-10-21 19:45:00,105,106,Napoli,Inter,INT,NAP,1,0.629,0,0.436205,0.436205,-0.772275,25.666666666666668,5,1,2.0762,0,1.20848,1.20848,0.772275,8.485714285714286,9
ITA-Serie A,1718,2017-10-21 Sampdoria-Crotone,2,2017,7585,2017-10-21 17:00:00,102,115,Sampdoria,Crotone,CRO,SAM,0,0.22610000000000002,0,0.589592,0.589592,-0.9369679999999999,15.594594594594595,7,3,2.6546,5,2.28786,1.52656,0.9369679999999999,7.538461538461538,5
ITA-Serie A,1718,2017-10-22 AC Milan-Genoa,2,2017,7583,2017-10-22 14:00:00,111,101,AC Milan,Genoa,GEN,MIL,1,0.9773999999999999,0,0.410308,0.410308,-0.314608,9.26923076923077,3,1,1.6011,0,0.724916,0.724916,0.314608,8.285714285714286,6
ITA-Serie A,1718,2017-10-22 Atalanta-Bologna,2,2017,7579,2017-10-22 14:00:00,107,97,Atalanta,Bologna,BOL,ATA,0,0.2124,0,0.242781,0.242781,-1.709209,25.692307692307693,3,3,2.6541,1,1.95199,1.95199,1.709209,6.576923076923077,9
ITA-Serie A,1718,2017-10-22 Benevento-Fiorentina,2,2017,7580,2017-10-22 14:00:00,222,110,Benevento,Fiorentina,FIO,BEN,3,2.884,3,2.49371,1.73241,1.549745,9.233333333333333,9,0,0.0685,0,0.182665,0.182665,-1.549745,8.40625,1
ITA-Serie A,1718,2017-10-22 Chievo-Verona,2,2017,7581,2017-10-22 19:30:00,109,94,Chievo,Verona,VER,CHI,0,0.40249999999999997,2,1.33058,0.569281,-1.574189,33.77777777777778,6,3,2.4308,3,2.90477,2.14347,1.574189,10.7,6
ITA-Serie A,1718,2017-10-22 Lazio-Cagliari,2,2017,7582,2017-10-22 19:45:00,96,116,Lazio,Cagliari,CAG,LAZ,0,0.367,0,0.637448,0.637448,-0.6677919999999999,13.791666666666666,3,3,2.4724,3,2.06641,1.30524,0.6677919999999999,18.5625,4
ITA-Serie A,1718,2017-10-22 SPAL 2013-Sassuolo,2,2017,7586,2017-10-22 14:00:00,221,104,SPAL 2013,Sassuolo,SAS,SPL,3,2.7601999999999998,1,2.52212,1.76082,1.279079,8.857142857142858,10,0,0.1565,0,0.481741,0.481741,-1.279079,10.5625,5
ITA-Serie A,1718,2017-10-22 Torino-Roma,2,2017,7587,2017-10-22 14:00:00,113,95,Torino,Roma,ROM,TOR,3,1.6653000000000002,1,0.864033,0.864033,0.37311500000000003,4.766666666666667,3,0,0.9468,0,0.490918,0.490918,-0.37311500000000003,6.255813953488372,2
ITA-Serie A,1718,2017-10-22 Udinese-Juventus,2,2017,7588,2017-10-22 17:00:00,99,98,Udinese,Juventus,JUV,UDI,3,1.5883,6,1.58883,1.58883,0.3065800000000001,13.777777777777779,3,0,1.1437,2,1.28225,1.28225,-0.3065800000000001,6.366666666666666,4
ITA-Serie A,1718,2017-10-24 Inter-Sampdoria,2,2017,7595,2017-10-24 19:45:00,106,102,Inter,Sampdoria,SAM,INT,0,0.2629,2,1.06402,1.06402,-2.02104,11.346153846153847,4,3,2.6212,3,3.08506,3.08506,2.02104,10.461538461538462,7
ITA-Serie A,1718,2017-10-25 Atalanta-Verona,2,2017,7589,2017-10-25 17:30:00,107,94,Atalanta,Verona,VER,ATA,0,0.8588,0,1.41371,1.41371,-0.8003499999999999,14.208333333333334,2,3,1.9094,3,2.21406,2.21406,0.8003499999999999,7.838709677419355,17
