league,season,game,stage_id,game_id,status,start_time,home_team_id,home_team,home_yellow_cards,home_red_cards,away_team_id,away_team,away_yellow_cards,away_red_cards,has_incidents_summary,has_preview,score_changed_at,elapsed,last_scorer,is_top_match,home_team_country_code,away_team_country_code,comment_count,is_lineup_confirmed,is_stream_available,match_is_opta,home_team_country_name,away_team_country_name,date,home_score,away_score,incidents,bets,aggregate_winner_field,winner_field,period,extra_result_field,home_extratime_score,away_extratime_score,home_penalty_score,away_penalty_score,started_at_utc,first_half_ended_at_utc,second_half_started_at_utc,stage
ITA-Serie A,2324,2023-08-19 Empoli-Verona,22143,1746041,6,2023-08-19T17:30:00,272,Empoli,2,0,76,Verona,2,0,True,True,2023-08-19 19:04:27Z,FT,1.0,False,it,it,0,True,False,False,Italy,Italy,2023-08-19 16:30:00+00:00,0,1,"[{'minute': '75', 'type': 1, 'subType': 1, 'playerName': 'Federico Bonazzoli', 'playerId': 149543, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 1, 'period': 3}]",,,1.0,7,,,,,,2023-08-19T16:31:24Z,2023-08-19T17:19:25Z,2023-08-19T17:34:42Z,
ITA-Serie A,2324,2023-08-19 Frosinone-Napoli,22143,1746042,6,2023-08-19T17:30:00,2732,Frosinone,3,0,276,Napoli,3,0,True,True,2023-08-19 19:10:48Z,FT,1.0,False,it,it,2,True,False,False,Italy,Italy,2023-08-19 16:30:00+00:00,1,3,"[{'minute': '7', 'type': 1, 'subType': 2, 'playerName': 'Abdou Harroui', 'playerId': 349895, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '24', 'type': 1, 'subType': 1, 'playerName': 'Matteo Politano', 'playerId': 122683, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '42', 'type': 1, 'subType': 1, 'playerName': 'Victor Osimhen', 'playerId': 298510, 'participatingPlayerName': 'Giovanni Di Lorenzo', 'participatingPlayerId': 122469, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '79', 'type': 1, 'subType': 1, 'playerName': 'Victor Osimhen', 'playerId': 298510, 'participatingPlayerName': 'Giovanni Di Lorenzo', 'participatingPlayerId': 122469, 'runningScore': None, 'field': 1, 'period': 3}]",,,1.0,7,,,,,,2023-08-19T16:31:50Z,2023-08-19T17:21:21Z,2023-08-19T17:37:03Z,
ITA-Serie A,2324,2023-08-19 Genoa-Fiorentina,22143,1746047,6,2023-08-19T19:45:00,278,Genoa,2,0,73,Fiorentina,3,0,True,True,2023-08-19 21:07:19Z,FT,0.0,False,it,it,0,True,False,False,Italy,Italy,2023-08-19 18:45:00+00:00,1,4,"[{'minute': '5', 'type': 1, 'subType': 1, 'playerName': 'Cristiano Biraghi', 'playerId': 93935, 'participatingPlayerName': ""M'Bala Nzola"", 'participatingPlayerId': 343368, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '11', 'type': 1, 'subType': 1, 'playerName': 'Giacomo Bonaventura', 'playerId': 40384, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '40', 'type': 1, 'subType': 1, 'playerName': 'Nico González', 'playerId': 345322, 'participatingPlayerName': 'Cristiano Biraghi', 'participatingPlayerId': 93935, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '56', 'type': 1, 'subType': 1, 'playerName': 'Rolando Mandragora', 'playerId': 241020, 'participatingPlayerName': 'Giacomo Bonaventura', 'participatingPlayerId': 40384, 'runningScore': None, 'field': 1, 'period': 3}, {'minute': '58', 'type': 1, 'subType': 1, 'playerName': 'Davide Biraschi', 'playerId': 123767, 'participatingPlayerName': 'Morten Frendrup', 'participatingPlayerId': 424806, 'runningScore': None, 'field': 0, 'period': 3}]",,,1.0,7,,,,,,2023-08-19T18:47:55Z,2023-08-19T19:35:54Z,2023-08-19T19:54:01Z,
ITA-Serie A,2324,2023-08-19 Inter-Monza,22143,1746043,6,2023-08-19T19:45:00,75,Inter,1,0,269,Monza,1,0,True,True,2023-08-19 21:22:47Z,FT,0.0,False,it,it,0,True,False,False,Italy,Italy,2023-08-19 18:45:00+00:00,2,0,"[{'minute': '8', 'type': 1, 'subType': 1, 'playerName': 'Lautaro Martínez', 'playerId': 299344, 'participatingPlayerName': 'Denzel Dumfries', 'participatingPlayerId': 322153, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '76', 'type': 1, 'subType': 1, 'playerName': 'Lautaro Martínez', 'playerId': 299344, 'participatingPlayerName': 'Marko Arnautovic', 'participatingPlayerId': 34693, 'runningScore': None, 'field': 0, 'period': 3}]",,,0.0,7,,,,,,2023-08-19T18:46:00Z,2023-08-19T19:34:18Z,2023-08-19T19:51:39Z,
ITA-Serie A,2324,2023-08-20 Lecce-Lazio,22143,1746049,6,2023-08-20T19:45:00,79,Lecce,3,0,77,Lazio,2,0,True,True,2023-08-20 21:36:00Z,FT,0.0,False,it,it,0,True,False,False,Italy,Italy,2023-08-20 18:45:00+00:00,2,1,"[{'minute': '26', 'type': 1, 'subType': 1, 'playerName': 'Ciro Immobile', 'playerId': 70141, 'participatingPlayerName': 'Luis Alberto', 'participatingPlayerId': 85077, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '85', 'type': 1, 'subType': 1, 'playerName': 'Pontus Almqvist', 'playerId': 345600, 'participatingPlayerName': 'Antonino Gallo', 'participatingPlayerId': 382637, 'runningScore': None, 'field': 0, 'period': 3}, {'minute': '87', 'type': 1, 'subType': 1, 'playerName': 'Federico Di Francesco', 'playerId': 128605, 'participatingPlayerName': 'Rares Burnete', 'participatingPlayerId': 483755, 'runningScore': None, 'field': 0, 'period': 3}]",,,0.0,7,,,,,,2023-08-20T18:48:45Z,2023-08-20T19:34:59Z,2023-08-20T19:53:41Z,
ITA-Serie A,2324,2023-08-20 Roma-Salernitana,22143,1746044,6,2023-08-20T17:30:00,84,Roma,0,0,143,Salernitana,4,0,True,True,2023-08-20 19:19:47Z,FT,0.0,False,it,it,1,True,False,False,Italy,Italy,2023-08-20 16:30:00+00:00,2,2,"[{'minute': '17', 'type': 1, 'subType': 1, 'playerName': 'Andrea Belotti', 'playerId': 112272, 'participatingPlayerName': 'Diego Llorente', 'participatingPlayerId': 123232, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '36', 'type': 1, 'subType': 1, 'playerName': 'Antonio Candreva', 'playerId': 34112, 'participatingPlayerName': 'Lassana Coulibaly', 'participatingPlayerId': 288894, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '49', 'type': 1, 'subType': 1, 'playerName': 'Antonio Candreva', 'playerId': 34112, 'participatingPlayerName': 'Domagoj Bradaric', 'participatingPlayerId': 377311, 'runningScore': None, 'field': 1, 'period': 3}, {'minute': '82', 'type': 1, 'subType': 1, 'playerName': 'Andrea Belotti', 'playerId': 112272, 'participatingPlayerName': 'Leandro Paredes', 'participatingPlayerId': 93700, 'runningScore': None, 'field': 0, 'period': 3}]",,,,7,,,,,,2023-08-20T16:32:58Z,2023-08-20T17:24:03Z,2023-08-20T17:42:51Z,
ITA-Serie A,2324,2023-08-20 Sassuolo-Atalanta,22143,1746045,6,2023-08-20T17:30:00,2889,Sassuolo,0,0,300,Atalanta,0,0,True,True,2023-08-20 19:26:10Z,FT,1.0,False,it,it,1,True,False,False,Italy,Italy,2023-08-20 16:30:00+00:00,0,2,"[{'minute': '83', 'type': 1, 'subType': 1, 'playerName': 'Charles De Ketelaere', 'playerId': 386390, 'participatingPlayerName': 'Matteo Ruggeri', 'participatingPlayerId': 402046, 'runningScore': None, 'field': 1, 'period': 3}, {'minute': '93', 'type': 1, 'subType': 1, 'playerName': 'Nadir Zortea', 'playerId': 423508, 'participatingPlayerName': 'Michel Adopo', 'participatingPlayerId': 356176, 'runningScore': None, 'field': 1, 'period': 3}]",,,1.0,7,,,,,,2023-08-20T16:31:31Z,2023-08-20T17:19:29Z,2023-08-20T17:38:28Z,
ITA-Serie A,2324,2023-08-20 Udinese-Juventus,22143,1746048,6,2023-08-20T19:45:00,86,Udinese,1,0,87,Juventus,3,0,True,True,2023-08-20 20:36:50Z,FT,1.0,False,it,it,1,True,False,False,Italy,Italy,2023-08-20 18:45:00+00:00,0,3,"[{'minute': '2', 'type': 1, 'subType': 1, 'playerName': 'Federico Chiesa', 'playerId': 322971, 'participatingPlayerName': 'Dusan Vlahovic', 'participatingPlayerId': 315369, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '20', 'type': 1, 'subType': 2, 'playerName': 'Dusan Vlahovic', 'playerId': 315369, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '48', 'type': 1, 'subType': 1, 'playerName': 'Adrien Rabiot', 'playerId': 116609, 'participatingPlayerName': 'Andrea Cambiaso', 'participatingPlayerId': 423440, 'runningScore': None, 'field': 1, 'period': 1}]",,,1.0,7,,,,,,2023-08-20T18:48:21Z,2023-08-20T19:39:29Z,2023-08-20T19:56:40Z,
ITA-Serie A,2324,2023-08-21 Bologna-AC Milan,22143,1746040,6,2023-08-21T19:45:00,71,Bologna,2,0,80,AC Milan,2,0,True,True,2023-08-21 20:07:12Z,FT,1.0,False,it,it,4,True,False,False,Italy,Italy,2023-08-21 18:45:00+00:00,0,2,"[{'minute': '11', 'type': 1, 'subType': 1, 'playerName': 'Olivier Giroud', 'playerId': 24444, 'participatingPlayerName': 'Tijjani Reijnders', 'participatingPlayerId': 343382, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '21', 'type': 1, 'subType': 1, 'playerName': 'Christian Pulisic', 'playerId': 302692, 'participatingPlayerName': 'Olivier Giroud', 'participatingPlayerId': 24444, 'runningScore': None, 'field': 1, 'period': 1}]",,,1.0,7,,,,,,2023-08-21T18:46:33Z,2023-08-21T19:35:34Z,2023-08-21T19:50:40Z,
ITA-Serie A,2324,2023-08-21 Torino-Cagliari,22143,1746046,6,2023-08-21T17:30:00,72,Torino,1,0,78,Cagliari,1,0,False,True,,FT,,False,it,it,2,True,False,False,Italy,Italy,2023-08-21 16:30:00+00:00,0,0,[],,,,7,,,,,,2023-08-21T16:32:11Z,2023-08-21T17:19:18Z,2023-08-21T17:36:15Z,
